Reaction number,Reactant 1 name,Reactant 1 mass (g),Reactant 2 name,Reactant 2 mass (g),Reactant 3 name,Reactant 3 mass (g),Reactant 4 name,Reactant 4 mass (g),Reactant 5 name,Reactant 5 mass (g),Temp (ºC),Time (h),Slow cool,pH (x = unknown),Leak,purity (0 = no data in notebook; 1 = multiphase; 2 = single phase),"outcome (0 = no data in notebook, 1 = no solid; 2 = noncrystalline/brown; 3 = powder/crystallites; 4 = large single crystals)",Notes
jk2128.1,NaVO3,0.1207,SeO2,0.877,pip,0.1073,bwH2,0.1348,water,6.1233,75,48,no,1,no,1,4,
jk2128.2,NaVO3,0.1303,SeO2,1.2227,"2,5-dmpip",0.1171,bwH2,0.1457,water,6.333,75,48,no,1,no,1,4,
jk2128.3,NaVO3,0.1237,SeO2,1.9791,"1,4-dmpip",0.115,bwH2,0.1373,water,6.1091,75,48,no,1,no,1,4,
jk2128.4,NaVO3,0.1231,SeO2,0.9051,tmed,0.1176,bwH2,0.1381,water,6.0475,75,48,no,1,no,1,4,
jk2128.5,NaVO3,0.1204,SeO2,0.9213,dmeed,0.1174,bwH2,0.1399,water,6.4752,75,48,no,1,no,1,4,
jk2128.6,NaVO3,0.1231,SeO2,0.8867,1-mpip,0.1086,bwH2,0.1805,water,6.0526,75,48,no,1,no,1,4,
jk2128.7,NaVO3,0.1282,SeO2,0.8917,deta,0.1114,bwH2,0.1402,water,6.4273,75,48,no,1,no,1,4,
jk2128.8,NaVO3,0.1227,SeO2,0.8848,pip,0.0905,Cl2bwH2,0.2313,water,6.0561,75,48,no,1,no,1,3,
jk2128.9,NaVO3,0.1258,SeO2,0.8861,"2,5-dmpip",0.1162,Cl2bwH2,0.2374,water,6.7627,75,48,no,1,no,1,3,
jk2128.10,NaVO3,0.1221,SeO2,0.8978,"1,4-dmpip",0.1142,Cl2bwH2,0.2332,water,6.3336,75,48,no,1,no,1,3,
jk2128.11,NaVO3,0.1211,SeO2,0.8837,tmed,0.1491,Cl2bwH2,0.1996,water,6.4,75,48,no,1,no,1,3,
jk2128.12,NaVO3,0.1201,SeO2,0.8923,dmeed,0.1315,Cl2bwH2,0.23,water,6.1643,75,48,no,1,no,1,3,
jk2128.13,NaVO3,0.1212,SeO2,0.8825,1-mpip,0.1137,Cl2bwH2,0.2046,water,6.0348,75,48,no,1,no,0,0,
jk2128.14,NaVO3,0.1246,SeO2,0.9043,deta,0.1529,Cl2bwH2,0.1994,water,6.2156,75,48,no,1,no,1,4,
jk2130.1,NaVO3,0.1212,SeO2,0.4607,pip,0.083,bwH2,0.1433,water,6.0952,90,48,no,1,no,1,3,
jk2130.2,NaVO3,0.1207,SeO2,0.7097,pip,0.081,bwH2,0.1425,water,6.3725,90,48,no,1,no,1,3,
jk2130.3,NaVO3,0.1329,SeO2,0.8985,pip,0.0971,bwH2,0.1372,water,6.416,90,48,no,1,no,1,4,
jk2130.4,NaVO3,0.125,SeO2,0.451,dmeed,0.1,bwH2,0.1429,water,6.281,90,48,no,1,no,1,3,
jk2130.5,NaVO3,0.1297,SeO2,0.693,dmeed,0.1194,bwH2,0.1457,water,6.0686,90,48,no,1,no,1,3,
jk2130.6,NaVO3,0.1223,SeO2,0.8895,dmeed,0.1144,bwH2,0.1395,water,6.296,90,48,no,1,no,1,3,The next trials have following amount of EtOH also (grams as usual)
jk2130.7,NaVO3,0.1319,SeO2,0.897,pip,0.0928,bwH2,0.1662,water,5.1832,90,48,no,1,no,2,3,1.1675
jk2130.8,NaVO3,0.1255,SeO2,0.8836,pip,0.0912,bwH2,0.1421,water,4.0318,90,48,no,1,no,2,3,2.0088
jk2130.9,NaVO3,0.1246,SeO2,0.8902,pip,0.0831,bwH2,0.1432,water,3.4426,90,48,no,1,no,1,3,3
jk2130.10,NaVO3,0.1259,SeO2,0.8826,dmeed,0.1259,bwH2,0.1376,water,5.179,90,48,no,1,no,2,3,1.0345
jk2130.11,NaVO3,0.1301,SeO2,0.902,dmeed,0.112,bwH2,0.1495,water,4.0218,90,48,no,1,no,1,3,2.007
jk2130.12,NaVO3,0.1236,SeO2,0.8836,dmeed,0.119,bwH2,0.1377,water,3.4428,90,48,no,1,no,0,0,3.0293
jk2132.1,NaVO3,0.0639,SeO2,0.8866,pip,0.0892,bwH2,0.0752,water,6.249,90,24,no,1,no,1,3,
jk2132.2,NaVO3,0.1252,SeO2,0.9023,pip,0.0824,bwH2,0.0756,water,6.2986,90,24,no,1,no,1,4,
jk2132.3,NaVO3,0.1804,SeO2,0.8833,pip,0.0937,bwH2,0.0715,water,6.1416,90,24,no,1,no,1,4,
jk2132.4,NaVO3,0.0655,SeO2,0.888,dmeed,0.1169,bwH2,0.0787,water,6.1903,90,24,no,1,no,1,3,
jk2132.5,NaVO3,0.1274,SeO2,0.8995,dmeed,0.1156,bwH2,0.0808,water,6.0945,90,24,no,1,no,1,4,
jk2132.6,NaVO3,0.1833,SeO2,0.8825,dmeed,0.1154,bwH2,0.0806,water,6.0414,90,24,no,1,no,1,4,
jk2132.7,NaVO3,0.0613,SeO2,0.8817,pip,0.0841,bwH2,0.0997,water,6.392,90,24,no,1,no,1,4,
jk2132.8,NaVO3,0.1207,SeO2,0.9052,pip,0.0873,bwH2,0.103,water,6.0926,90,24,no,1,no,1,3,
jk2132.9,NaVO3,0.1831,SeO2,0.886,pip,0.1061,bwH2,0.1116,water,6.4771,90,24,no,1,no,1,3,The next trials have MeOH
jk2133.1,NaVO3,0.121,SeO2,0.9033,pip,0.0962,bwH2,0.1026,water,8.0775,90,24,no,2,no,1,4,1.0007
jk2133.2,NaVO3,0.1241,SeO2,0.8991,pip,0.0904,bwH2,0.1081,water,7.0356,90,24,no,2,no,1,4,2.0507
jk2133.3,NaVO3,0.1235,SeO2,0.9227,pip,0.0897,bwH2,0.1021,water,6.011,90,24,no,2,no,1,4,3.0234
jk2133.4,NaVO3,0.1228,SeO2,0.904,pip,0.0943,bwH2,0.1609,water,8.6602,90,24,no,1,no,1,4,1.1602
jk2133.5,NaVO3,0.1342,SeO2,0.893,pip,0.1064,bwH2,0.1509,water,7.0066,90,24,no,1,no,1,4,2.0779
jk2133.6,NaVO3,0.1233,SeO2,0.8853,pip,0.0803,bwH2,0.1559,water,6.202,90,24,no,1,no,1,4,3.1014
jk2134.1,NaVO3,0.1231,SeO2,0.7414,pip,0.0811,Cl2bwH2,0.1046,water,6.0556,90,24,no,1,no,1,4,
jk2134.2,NaVO3,0.124,SeO2,0.8804,pip,0.081,Cl2bwH2,0.1168,water,6.1755,90,24,no,1,no,1,4,
jk2134.3,NaVO3,0.1234,SeO2,1.1449,pip,0.0901,Cl2bwH2,0.1175,water,6.0244,90,24,no,1,no,1,4,
jk2134.4,NaVO3,0.1205,SeO2,1.35,pip,0.0871,Cl2bwH2,0.1008,water,6.2307,90,24,no,1,no,1,4,
jk2134.5,NaVO3,0.1223,SeO2,0.9105,pip,0.0999,Cl2bwH2,0.0289,water,6.443,90,24,no,2,no,1,4,
jk2134.6,NaVO3,0.1206,SeO2,0.9259,pip,0.0873,Cl2bwH2,0.061,water,6.2129,90,24,no,1,no,1,4,
jk2134.7,NaVO3,0.124,SeO2,0.8776,pip,0.0822,Cl2bwH2,0.109,water,6.0194,90,24,no,1,no,1,4,
jk2134.8,NaVO3,0.121,SeO2,0.9072,pip,0.1047,Cl2bwH2,0.1563,water,6.0926,90,24,no,1,no,1,4,
jk2135.1,NaVO3,0.121,SeO2,0.8873,pip,0.1107,Cl2bwH2,0.1086,water,6.0933,90,24,no,1,no,1,4,
jk2135.2,NaVO3,0.1244,SeO2,0.8903,pip,0.0969,Cl2bwH2,0.1034,water,6.0952,90,24,no,1,no,1,4,
jk2135.3,NaVO3,0.1207,SeO2,0.1046,pip,0.0864,Cl2bwH2,0.1136,water,6.3652,90,24,no,1,no,1,3,
jk2135.4,NaVO3,0.126,SeO2,0.2143,pip,0.0842,Cl2bwH2,0.1028,water,6.049,90,24,no,1,no,1,3,
jk2135.5,NaVO3,0.1211,SeO2,0.4466,pip,0.0903,Cl2bwH2,0.1038,water,6.087,90,24,no,1,no,1,3,
jk2135.6,NaVO3,0.1337,SeO2,0.6988,pip,0.0874,Cl2bwH2,0.11,water,6.0441,90,24,no,1,no,1,4,
jk2135.7,VoSO4,0.043,SeO2,0.9015,pip,0.0896,Cl2bwH2,0.1039,water,6.0564,90,24,no,1,no,2,3,
jk2135.8,VoSO4,0.081,SeO2,0.9067,pip,0.0902,Cl2bwH2,0.1052,water,6.0799,90,24,no,1,no,2,3,
jk2135.9,VoSO4,0.1287,SeO2,0.918,pip,0.1093,Cl2bwH2,0.085,water,6.0397,90,24,no,1,no,2,3,
jk2135.10,VoSO4,0.1688,SeO2,0.9053,pip,0.1091,Cl2bwH2,0.0853,water,6.0747,90,24,no,1,no,2,3,
jk2135.11,NH4VO3,0.0254,SeO2,0.8813,pip,0.1107,Cl2bwH2,0.0861,water,6.0513,90,24,no,1,no,1,3,
jk2135.12,NH4VO3,0.0564,SeO2,0.934,pip,0.1107,Cl2bwH2,0.0935,water,6.087,90,24,no,1,no,1,3,
jk2135.13,NH4VO3,0.0831,SeO2,0.8859,pip,0.109,Cl2bwH2,0.0949,water,6.5985,90,24,no,1,no,1,4,
jk2135.14,NH4VO3,0.127,SeO2,0.8911,pip,0.1038,Cl2bwH2,0.0877,water,6.0843,90,24,no,1,no,1,4,
aj10.1,Na2MoO4,0.1935,water,1.0213,tmed,0.3763,H2SO4,0.199,HF,1,100,20,no,5,no,2,4,"HF in drops (added to Na2MoO4, not pH balance)"
aj10.2,Na2MoO4,0.3866,water,1.0037,tmed,0.2881,H2SO4,0.2024,HF,1,100,20,no,5,no,2,3,
aj10.3,Na2MoO4,0.5812,water,1.0266,tmed,0.1845,H2SO4,0.2064,HF,1,100,20,no,5,no,2,3,
aj10.4,Na2MoO4,0.7757,water,1.024,tmed,0.0934,H2SO4,0.1947,HF,1,100,20,no,5,no,2,3,
aj10.5,Na2MoO4,0.1935,water,2.9929,tmed,0.3746,H2SO4,0.1973,HF,1,100,20,no,5,no,2,3,
aj10.6,Na2MoO4,0.386,water,3.0453,tmed,0.2777,H2SO4,0.2107,HF,1,100,20,no,5,no,2,3,
aj10.7,Na2MoO4,0.5805,water,3.044,tmed,0.1808,H2SO4,0.1952,HF,1,100,20,no,5,no,2,3,
aj10.8,Na2MoO4,0.7738,water,3.008,tmed,0.0956,H2SO4,0.1937,HF,1,100,20,no,5,no,2,4,
aj11.1,Na2MoO4,0.1935,water,1.1099,tmed,0.3718,H2SO4,0.2001,HF,4,100,20,no,5,no,1,3,
aj11.2,Na2MoO4,0.3867,water,1.0267,tmed,0.2772,H2SO4,0.207,HF,4,100,20,no,5,no,2,3,
aj11.3,Na2MoO4,0.5834,water,1.1737,tmed,0.1835,H2SO4,0.1965,HF,4,100,20,no,5,no,2,4,
aj11.4,Na2MoO4,0.7748,water,1.0534,tmed,0.092,H2SO4,0.1974,HF,4,100,20,no,5,no,1,4,
aj11.5,Na2MoO4,0.196,water,3.059,tmed,0.3727,H2SO4,0.2062,HF,4,100,20,no,5,no,1,3,
aj11.6,Na2MoO4,0.3874,water,3.0552,tmed,0.2742,H2SO4,0.197,HF,4,100,20,no,5,no,2,3,
aj11.7,Na2MoO4,0.5821,water,3.0595,tmed,0.1847,H2SO4,0.1925,HF,4,100,20,no,5,no,1,4,
aj11.8,Na2MoO4,0.7761,water,3.2142,tmed,0.0916,H2SO4,0.2686,HF,4,100,20,no,5,no,2,4,
aj12.1,Na2MoO4,0.1934,water,1.05,tmed,0.3701,H2SO4,0.1986,HF,6,100,20,no,5,no,2,3,
aj12.2,Na2MoO4,0.3878,water,1.0174,tmed,0.2755,H2SO4,0.2091,HF,6,100,20,no,5,no,2,4,
aj12.3,Na2MoO4,0.5824,water,1.079,tmed,0.189,H2SO4,0.1939,HF,6,100,20,no,5,no,2,4,
aj12.4,Na2MoO4,0.773,water,1.025,tmed,0.0927,H2SO4,0.2234,HF,6,100,20,no,5,no,1,4,
aj12.5,Na2MoO4,0.1993,water,3.0326,tmed,0.3758,H2SO4,0.2393,HF,6,100,20,no,5,no,2,1,
aj12.6,Na2MoO4,0.3846,water,3.0033,tmed,0.3084,H2SO4,0.1982,HF,6,100,20,no,5,no,2,4,
aj12.7,Na2MoO4,0.5818,water,2.9938,tmed,0.2123,H2SO4,0.2065,HF,6,100,20,no,5,no,2,4,
aj12.8,Na2MoO4,0.7714,water,3.0256,tmed,0.0933,H2SO4,0.2073,HF,6,100,20,no,5,no,2,4,
aj13.1,Na2MoO4,0.1917,water,1.335,deed,0.377,H2SO4,0.2067,HF,1,100,20,no,5,no,1,3,
aj13.2,Na2MoO4,0.3862,water,1.0274,deed,0.272,H2SO4,0.216,HF,1,100,20,no,5,no,2,2,
aj13.3,Na2MoO4,0.5822,water,1.0041,deed,0.1859,H2SO4,0.2074,HF,1,100,20,no,5,no,1,3,
aj13.4,Na2MoO4,0.7724,water,1.0832,deed,0.0969,H2SO4,0.1945,HF,1,100,20,no,5,no,1,4,
aj13.5,Na2MoO4,0.1938,water,3.0141,deed,0.4095,H2SO4,0.1979,HF,1,100,20,no,5,no,2,1,
aj13.6,Na2MoO4,0.3884,water,3.0563,deed,0.2742,H2SO4,0.1917,HF,1,100,20,no,5,no,2,4,
aj13.7,Na2MoO4,0.5867,water,3.0083,deed,0.189,H2SO4,0.2181,HF,1,100,20,no,5,no,2,4,
aj13.8,Na2MoO4,0.7789,water,3.0456,deed,0.0965,H2SO4,0.2242,HF,1,100,20,no,5,no,2,4,
aj14.1,Na2MoO4,0.1978,water,1.0281,deed,0.3745,H2SO4,0.2165,HF,4,100,20,no,5,no,2,3,
aj14.2,Na2MoO4,0.3924,water,1.1,deed,0.2789,H2SO4,0.217,HF,4,100,20,no,5,no,1,4,
aj14.3,Na2MoO4,0.583,water,1.029,deed,0.1927,H2SO4,0.211,HF,4,100,20,no,5,no,1,3,
aj14.4,Na2MoO4,0.7716,water,0.9982,deed,0.0987,H2SO4,0.1988,HF,4,100,20,no,5,no,1,4,
aj14.5,Na2MoO4,0.1999,water,3.023,deed,0.3694,H2SO4,0.2126,HF,4,100,20,no,5,no,1,3,
aj14.6,Na2MoO4,0.3886,water,3.0104,deed,0.2739,H2SO4,0.2057,HF,4,100,20,no,5,no,2,3,
aj14.7,Na2MoO4,0.5833,water,3.0775,deed,0.1913,H2SO4,0.1929,HF,4,100,20,no,5,no,2,3,
aj14.8,Na2MoO4,0.7752,water,3.2863,deed,0.1,H2SO4,0.2101,HF,4,100,20,no,5,no,2,4,
aj15.1,Na2MoO4,0.1926,water,1.0535,deed,0.3826,H2SO4,0.1968,HF,6,100,20,no,5,no,1,3,
aj15.2,Na2MoO4,0.3865,water,1.0721,deed,0.301,H2SO4,0.2082,HF,6,100,20,no,5,no,2,3,
aj15.3,Na2MoO4,0.574,water,1.0378,deed,0.1815,H2SO4,0.2056,HF,6,100,20,no,5,no,1,4,
aj15.4,Na2MoO4,0.7722,water,0.9948,deed,0.095,H2SO4,0.1956,HF,6,100,20,no,5,no,2,4,
aj15.5,Na2MoO4,0.193,water,3.2826,deed,0.3893,H2SO4,0.2207,HF,6,100,20,no,5,no,2,3,
aj15.6,Na2MoO4,0.3872,water,3.0803,deed,0.2727,H2SO4,0.1987,HF,6,100,20,no,5,no,2,4,
aj15.7,Na2MoO4,0.5824,water,3.185,deed,0.1812,H2SO4,0.2583,HF,6,100,20,no,5,no,2,4,
aj15.8,Na2MoO4,0.7753,water,2.9974,deed,0.0983,H2SO4,0.1995,HF,6,100,20,no,5,no,2,4,
aj16.1,Na2MoO4,0.1956,water,1.0964,dmed,0.3719,H2SO4,0.2011,HF,1,100,20,no,5,no,1,4,
aj16.2,Na2MoO4,0.3842,water,1.0165,dmed,0.2773,H2SO4,0.2156,HF,1,100,20,no,5,no,2,4,
aj16.3,Na2MoO4,0.5843,water,1.0372,dmed,0.1848,H2SO4,0.1959,HF,1,100,20,no,5,no,2,4,
aj16.4,Na2MoO4,0.776,water,1.0306,dmed,0.0925,H2SO4,0.2109,HF,1,100,20,no,5,no,2,4,
aj16.5,Na2MoO4,0.193,water,3.061,dmed,0.3721,H2SO4,0.2399,HF,1,100,20,no,5,no,2,3,
aj16.6,Na2MoO4,0.3891,water,3.1972,dmed,0.277,H2SO4,0.2134,HF,1,100,20,no,5,no,2,4,
aj16.7,Na2MoO4,0.582,water,3.0936,dmed,0.1872,H2SO4,0.207,HF,1,100,20,no,5,no,2,1,
aj16.8,Na2MoO4,0.7715,water,3.436,dmed,0.0936,H2SO4,0.2285,HF,1,100,20,no,5,no,2,1,
aj17.1,Na2MoO4,0.1969,water,1.0246,dmed,0.3704,H2SO4,0.1994,HF,4,100,20,no,5,no,2,3,
aj17.2,Na2MoO4,0.3933,water,1.0981,dmed,0.2815,H2SO4,0.2059,HF,4,100,20,no,5,no,1,4,
aj17.3,Na2MoO4,0.5816,water,1.0151,dmed,0.1865,H2SO4,0.191,HF,4,100,20,no,5,no,2,4,
aj17.4,Na2MoO4,0.7799,water,1.0124,dmed,0.0934,H2SO4,0.2043,HF,4,100,20,no,5,no,2,4,
aj17.5,Na2MoO4,0.1987,water,3.0164,dmed,0.3731,H2SO4,0.2085,HF,4,100,20,no,5,no,2,3,
aj17.6,Na2MoO4,0.3868,water,3.0488,dmed,0.2754,H2SO4,0.1992,HF,4,100,20,no,5,no,2,3,
aj17.7,Na2MoO4,0.5855,water,3.0927,dmed,0.1913,H2SO4,0.2016,HF,4,100,20,no,5,no,2,3,
aj17.8,Na2MoO4,0.7792,water,3.016,dmed,0.0943,H2SO4,0.2349,HF,4,100,20,no,5,no,2,4,
aj18.1,Na2MoO4,0.1949,water,1.0619,dmed,0.3722,H2SO4,0.1924,HF,6,100,20,no,5,no,2,3,
aj18.2,Na2MoO4,0.3853,water,1.0327,dmed,0.2786,H2SO4,0.1989,HF,6,100,20,no,5,no,1,3,
aj18.3,Na2MoO4,0.5855,water,1.1454,dmed,0.1879,H2SO4,0.1941,HF,6,100,20,no,5,no,2,4,
aj18.4,Na2MoO4,0.7772,water,1.0571,dmed,0.098,H2SO4,0.2146,HF,6,100,20,no,5,no,2,4,
aj18.5,Na2MoO4,0.1952,water,3.069,dmed,0.1912,H2SO4,0.2015,HF,6,100,20,no,5,no,2,4,
aj18.6,Na2MoO4,0.3893,water,3.0365,dmed,0.2813,H2SO4,0.2228,HF,6,100,20,no,5,no,0,0,
aj18.7,Na2MoO4,0.5816,water,3.003,dmed,0.1878,H2SO4,0.2262,HF,6,100,20,no,5,no,0,0,
aj18.8,Na2MoO4,0.7729,water,3.1156,dmed,0.3901,H2SO4,0.2049,HF,6,100,20,no,5,no,0,0,
aj20.1,Na2MoO4,0.1929,water,0.9924,tren,0.464,H2SO4,0.2206,x,-1,100,20,no,5,no,1,4,Outcome is based on general statement about all of these trials
aj20.2,Na2MoO4,0.3864,water,1.0426,tren,0.3728,H2SO4,0.2153,x,-1,100,20,no,5,no,1,4,
aj20.3,Na2MoO4,0.5821,water,1.1022,tren,0.242,H2SO4,0.2456,x,-1,100,20,no,5,no,1,4,
aj20.4,Na2MoO4,0.7742,water,1.0499,tren,0.1145,H2SO4,0.2298,x,-1,100,20,no,5,no,1,4,
aj20.5,Na2MoO4,0.1999,water,3.1796,tren,0.4627,H2SO4,0.2135,x,-1,100,20,no,5,no,1,4,
aj20.6,Na2MoO4,0.3927,water,3.086,tren,0.3431,H2SO4,0.1976,x,-1,100,20,no,5,no,1,4,
aj20.7,Na2MoO4,0.5796,water,3.0818,tren,0.2396,H2SO4,0.2033,x,-1,100,20,no,5,no,1,4,
aj20.8,Na2MoO4,0.7733,water,3.1164,tren,0.1802,H2SO4,0.2053,x,-1,100,20,no,5,no,1,4,
aj21.1,Na2MoO4,0.1956,"1,9-dan",0.5008,water,1.0423,H2SO4,0.1914,x,-1,100,20,no,5,no,0,0,No results recorded from here on
aj21.2,Na2MoO4,0.3786,"1,9-dan",0.3753,water,1.0465,H2SO4,0.2275,x,-1,100,20,no,5,no,0,0,
aj21.3,Na2MoO4,0.5792,"1,9-dan",0.257,water,1.0537,H2SO4,0.1905,x,-1,100,20,no,5,no,0,0,
aj21.4,Na2MoO4,0.7707,"1,9-dan",0.1223,water,1.0588,H2SO4,0.2023,x,-1,100,20,no,5,no,0,0,
aj21.5,Na2MoO4,0.1952,"1,9-dan",0.502,water,3.0433,H2SO4,0.2111,x,-1,100,20,no,5,no,0,0,
aj21.6,Na2MoO4,0.3851,"1,9-dan",0.3809,water,3.0246,H2SO4,0.2324,x,-1,100,20,no,5,no,0,0,
aj21.7,Na2MoO4,0.5886,"1,9-dan",0.2514,water,3.3811,H2SO4,0.2113,x,-1,100,20,no,5,no,0,0,
aj21.8,Na2MoO4,0.7724,"1,9-dan",0.1281,water,3.08,H2SO4,0.2096,x,-1,100,20,no,5,no,0,0,
aj22.1,Na2MoO4,0.1927,"1,10-dah",0.5495,water,1.0216,H2SO4,0.2144,x,-1,100,20,no,5,no,0,0,
aj22.2,Na2MoO4,0.386,"1,10-dah",0.4152,water,1.0591,H2SO4,0.2169,x,-1,100,20,no,5,no,0,0,
aj22.3,Na2MoO4,0.5777,"1,10-dah",0.2749,water,1.242,H2SO4,0.205,x,-1,100,20,no,5,no,0,0,
aj22.4,Na2MoO4,0.7743,"1,10-dah",0.1353,water,1.2476,H2SO4,0.2183,x,-1,100,20,no,5,no,0,0,
aj22.5,Na2MoO4,0.1939,"1,10-dah",0.5587,water,3.3858,H2SO4,0.2288,x,-1,100,20,no,5,no,0,0,
aj22.6,Na2MoO4,0.3803,"1,10-dah",0.414,water,2.9652,H2SO4,0.2379,x,-1,100,20,no,5,no,0,0,
aj22.7,Na2MoO4,0.5803,"1,10-dah",0.2752,water,3.0586,H2SO4,0.2077,x,-1,100,20,no,5,no,0,0,
aj22.8,Na2MoO4,0.7731,"1,10-dah",0.1369,water,3.1265,H2SO4,-1,x,-1,100,20,no,5,no,0,0,
aj23.1,Na2MoO4,0.1926,water,3.0189,tren,0.4681,H2SO4,0.2037,HF,1,100,20,no,5,no,0,0,
aj23.2,Na2MoO4,0.3908,water,3.0173,tren,0.3544,H2SO4,0.1989,HF,1,100,20,no,5,no,0,0,
aj23.3,Na2MoO4,0.5798,water,3.0433,tren,0.2316,H2SO4,0.1948,HF,1,100,20,no,5,no,0,0,
aj23.4,Na2MoO4,0.7717,water,3.0254,tren,0.1523,H2SO4,0.206,HF,1,100,20,no,5,no,0,0,
aj23.5,Na2MoO4,0.1967,water,3.0854,tren,0.466,H2SO4,0.2068,HF,2,100,20,no,5,no,0,0,
aj23.6,Na2MoO4,0.3901,water,3.0501,tren,0.3492,H2SO4,0.202,HF,2,100,20,no,5,no,0,0,
aj23.7,Na2MoO4,0.5761,water,3.0577,tren,0.235,H2SO4,0.1952,HF,2,100,20,no,5,no,0,0,
aj23.8,Na2MoO4,0.7728,water,3.0887,tren,0.114,H2SO4,0.2074,HF,2,100,20,no,5,no,0,0,
aj24.1,Na2MoO4,0.198,water,3.2053,tren,0.4884,H2SO4,0.194,HF,4,100,20,no,5,no,0,0,
aj24.2,Na2MoO4,0.3848,water,3.1136,tren,0.3446,H2SO4,0.2219,HF,4,100,20,no,5,no,0,0,
aj24.3,Na2MoO4,0.5839,water,3.0797,tren,0.2402,H2SO4,0.1922,HF,4,100,20,no,5,no,0,0,
aj24.4,Na2MoO4,0.7784,water,3.0368,tren,0.1206,H2SO4,0.2219,HF,4,100,20,no,5,no,0,0,
aj25.1,Na2MoO4,0.1985,water,2.9928,tram,0.4747,H2SO4,0.2266,HF,1,100,20,no,5,no,0,0,
aj25.2,Na2MoO4,0.3863,water,3.0536,tram,0.3773,H2SO4,0.2176,HF,1,100,20,no,5,no,0,0,
aj25.3,Na2MoO4,0.5802,water,3.0026,tram,0.2424,H2SO4,0.2138,HF,1,100,20,no,5,no,0,0,
aj25.4,Na2MoO4,0.776,water,3.015,tram,0.1318,H2SO4,0.1923,HF,1,100,20,no,5,no,0,0,
aj26.1,Na2MoO4,0.1951,water,3.0841,tram,0.4657,H2SO4,0.1938,HF,5,100,20,no,5,no,0,0,
aj26.2,Na2MoO4,0.3835,water,3.0151,tram,0.3947,H2SO4,0.2228,HF,5,100,20,no,5,no,0,0,
aj26.3,Na2MoO4,0.5751,water,3.0948,tram,0.2272,H2SO4,0.2133,HF,5,100,20,no,5,no,0,0,
aj26.4,Na2MoO4,0.7702,water,5.0266,tram,0.1299,H2SO4,0.2017,HF,5,100,20,no,5,no,0,0,
aj27.1,Na2MoO4,0.1958,water,3.0634,tram,0.4641,H2SO4,0.209,HF,20,100,20,no,5,no,0,0,
aj27.2,Na2MoO4,0.3873,water,4.0424,tram,0.345,H2SO4,0.2602,HF,20,100,20,no,5,no,0,0,
aj27.3,Na2MoO4,0.5777,water,2.9777,tram,0.2427,H2SO4,0.2264,HF,20,100,20,no,5,no,0,0,
aj27.4,Na2MoO4,0.7774,water,3,tram,0.1166,H2SO4,0.2238,HF,20,100,20,no,5,no,0,0,
aj28.1,Na2MoO4,0.1987,water,3.02,tram,0.4655,HF,1.0ml,x,-1,100,20,no,5,no,0,0,HF for these trials in mL
aj28.2,Na2MoO4,0.3878,water,3.3095,tram,0.3621,HF,1.0ml,x,-1,100,20,no,5,no,0,0,
aj28.3,Na2MoO4,0.5831,water,3.3515,tram,0.244,HF,1.0ml,x,-1,100,20,no,5,no,0,0,
aj28.4,Na2MoO4,0.7852,water,3.065,tram,0.1107,HF,1.0ml,x,-1,100,20,no,5,no,0,0,
aj28.5,Na2MoO4,0.1965,water,3.3503,tram,0.4662,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj28.6,Na2MoO4,0.3897,water,3.0088,tram,0.3675,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj28.7,Na2MoO4,0.5799,water,3.045,tram,0.2301,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj28.8,Na2MoO4,0.7723,water,2.9755,tram,0.1183,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj29.1,Na2MoO4,0.1966,water,2.9695,tmed,0.377,HF,1.0ml,x,-1,100,20,no,5,no,0,0,
aj29.2,Na2MoO4,0.3828,water,3.062,tmed,0.2821,HF,1.0ml,x,-1,100,20,no,5,no,0,0,
aj29.3,Na2MoO4,0.5788,water,3.1462,tmed,0.1851,HF,1.0ml,x,-1,100,20,no,5,no,0,0,
aj29.4,Na2MoO4,0.7792,water,3.0641,tmed,0.0984,HF,1.0ml,x,-1,100,20,no,5,no,0,0,
aj29.5,Na2MoO4,0.1904,water,3.0859,tmed,0.3735,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj29.6,Na2MoO4,0.3832,water,3.1907,tmed,0.2725,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj29.7,Na2MoO4,0.5837,water,3.0856,tmed,0.1864,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj29.8,Na2MoO4,0.7782,water,3.1265,tmed,0.0919,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj29.9,Na2MoO4,0.1936,water,3.9958,tmed,0.3772,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj30.1,MoO3,0.1151,"1,3-dap",0.2383,water,1.7295,H2SO4,0.1968,x,-1,100,20,no,5,no,0,0,
aj30.2,MoO3,0.1141,"1,3-dap",0.2313,water,1.7476,H2SO4,0.1951,x,-1,100,20,no,5,no,0,0,
aj30.3,MoO3,0.1154,"1,3-dap",0.2249,water,1.6646,H2SO4,0.1986,x,-1,100,20,no,5,no,0,0,
aj30.4,MoO3,0.1127,"1,3-dap",0.2289,water,1.6584,H2SO4,0.1962,x,-1,100,20,no,5,no,0,0,
