Reaction number,Reactant 1 name,Reactant 1 mass (g),Reactant 2 name,Reactant 2 mass (g),Reactant 3 name,Reactant 3 mass (g),Reactant 4 name,Reactant 4 mass (g),Reactant 5 name,Reactant 5 mass (g),Temp (ºC),Time (h),Slow cool,pH (x = unknown),Leak,purity (0 = no data in notebook; 1 = multiphase; 2 = single phase),"outcome (0 = no data in notebook, 1 = no solid; 2 = noncrystalline/brown; 3 = powder/crystallites; 4 = large single crystals)",Notes
aj31.1,Na2MoO4,0.1947,water,3.0166,deed,0.3722,HF,1.0ml,x,-1,100,20,no,5,no,0,0,
aj31.2,Na2MoO4,0.382,water,3.0456,deed,0.2844,HF,1.0ml,x,-1,100,20,no,5,no,0,0,
aj31.3,Na2MoO4,0.5818,water,3.0265,deed,0.1971,HF,1.0ml,x,-1,100,20,no,5,no,0,0,
aj31.4,Na2MoO4,0.7728,water,3.0268,deed,0.0939,HF,1.0ml,x,-1,100,20,no,5,no,0,0,
aj31.5,Na2MoO4,0.1949,water,3.0689,deed,0.4277,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj31.6,Na2MoO4,0.3863,water,3.0084,deed,0.2769,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj31.7,Na2MoO4,0.5835,water,3.1096,deed,0.1879,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj31.8,Na2MoO4,0.772,water,3.155,deed,0.1062,HF,2.0ml,x,-1,100,20,no,5,no,0,0,
aj32.1,Na2MoO4,0.198,dabco,0.356,water,3.0108,H2SO4,0.2084,x,-1,100,20,no,5,no,0,0,
aj32.2,Na2MoO4,0.3868,dabco,0.2648,water,3.018,H2SO4,0.2057,x,-1,100,20,no,5,no,0,0,
aj32.3,Na2MoO4,0.5831,dabco,0.1829,water,3.1102,H2SO4,0.1947,x,-1,100,20,no,5,no,0,0,
aj32.4,Na2MoO4,0.7791,dabco,0.0875,water,3.0123,H2SO4,0.21,x,-1,100,20,no,5,no,0,0,
aj32.5,Na2MoO4,0.1934,dabco,0.355,water,3.1804,H2SO4,0.1929,x,-1,100,20,no,5,no,0,0,
aj32.6,Na2MoO4,0.3891,dabco,0.2629,water,4.125,H2SO4,0.2179,x,-1,100,20,no,5,no,0,0,
aj32.7,Na2MoO4,0.5789,dabco,0.1721,water,2.9794,H2SO4,0.1905,x,-1,100,20,no,5,no,0,0,
aj32.8,Na2MoO4,0.7706,dabco,0.0855,water,3.0661,H2SO4,0.1973,x,-1,100,20,no,5,no,0,0,
aj33.1,Na2MoO4,0.1936,dabco,0.3552,water,3.0406,H2SO4,0.2194,HF,15,100,20,no,5,no,0,0,drops of HF again
aj33.2,Na2MoO4,0.3851,dabco,0.2635,water,3.0603,H2SO4,0.2043,HF,15,100,20,no,5,no,0,0,
aj33.3,Na2MoO4,0.5771,dabco,0.1777,water,3.111,H2SO4,0.2066,HF,15,100,20,no,5,no,0,0,
aj33.4,Na2MoO4,0.7824,dabco,0.085,water,3.0881,H2SO4,0.2065,HF,15,100,20,no,5,no,0,0,
aj34.1,Na2MoO4,0.1951,water,3.031,tmed,0.3842,H2SO4,0.2222,HF,1.0ml,100,20,no,5,no,0,0,
aj34.2,Na2MoO4,0.3875,water,3.0863,tmed,0.2815,H2SO4,0.2103,HF,1.0ml,100,20,no,5,no,0,0,
aj34.3,Na2MoO4,0.5785,water,3.1098,tmed,0.2017,H2SO4,0.1961,HF,1.0ml,100,20,no,5,no,0,0,
aj34.4,Na2MoO4,0.7735,water,3.0794,tmed,0.0963,H2SO4,0.256,HF,1.0ml,100,20,no,5,no,0,0,
aj35.1,Na2MoO4,0.1991,water,3.1503,deed,0.3748,H2SO4,0.1905,HF,1.0ml,100,20,no,5,no,0,0,
aj35.2,Na2MoO4,0.3833,water,3.0484,deed,0.3043,H2SO4,0.1823,HF,1.0ml,100,20,no,5,no,0,0,
aj35.3,Na2MoO4,0.5794,water,3.1567,deed,0.183,H2SO4,0.1999,HF,1.0ml,100,20,no,5,no,0,0,
aj35.4,Na2MoO4,0.774,water,3.0783,deed,0.0978,H2SO4,0.233,HF,1.0ml,100,20,no,5,no,0,0,
aj35.5,Na2MoO4,0.1986,water,3.0851,dmed,0.3764,H2SO4,0.2308,HF,1.0ml,100,20,no,5,no,0,0,
aj35.6,Na2MoO4,0.3879,water,3.022,dmed,0.2866,H2SO4,0.1905,HF,1.0ml,100,20,no,5,no,0,0,
aj35.7,Na2MoO4,0.5789,water,3.1314,dmed,0.1811,H2SO4,0.2167,HF,1.0ml,100,20,no,5,no,0,0,
aj35.8,Na2MoO4,0.771,water,3.1661,dmed,0.099,H2SO4,0.2029,HF,1.0ml,100,20,no,5,no,0,0,
aj36.1,Na2MoO4,0.5799,water,3.0617,deed,0.2024,H2SO4,0.2216,x,-1,100,20,no,5,no,0,0,
aj36.2,Na2MoO4,0.5819,water,3.1267,deed,0.1953,H2SO4,0.1936,x,-1,100,20,no,5,no,0,0,
aj36.3,Na2MoO4,0.5844,water,3.0905,deed,0.2038,H2SO4,0.2072,x,-1,100,20,no,5,no,0,0,
aj36.4,Na2MoO4,0.1961,water,1.0032,deed,0.3754,H2SO4,0.2178,x,-1,100,20,no,5,no,0,0,
aj36.5,Na2MoO4,0.1931,water,1.0951,deed,0.3762,H2SO4,0.2172,x,-1,100,20,no,5,no,0,0,
aj36.6,Na2MoO4,0.1902,water,1.057,deed,0.3782,H2SO4,0.1766,x,-1,100,20,no,5,no,0,0,
aj36.7,Na2MoO4,0.7649,water,3.061,deed,0.1087,H2SO4,0.2114,HF,4,100,20,no,5,no,0,0,
aj36.8,Na2MoO4,0.7768,water,3.0305,deed,0.0953,H2SO4,0.191,HF,4,100,20,no,5,no,0,0,
aj36.9,Na2MoO4,0.7718,water,3.0446,deed,0.0993,H2SO4,0.2394,HF,4,100,20,no,5,no,0,0,
aj37.1,Na2MoO4,0.1993,water,3.0732,dmeed,0.3932,H2SO4,0.1983,x,-1,100,20,no,5,no,0,0,
aj37.2,Na2MoO4,0.1913,water,3.0757,dmeed,0.3885,H2SO4,0.2094,x,-1,100,20,no,5,no,0,0,
aj37.3,Na2MoO4,0.1955,water,3.0755,dmeed,0.3871,H2SO4,0.2141,x,-1,100,20,no,5,no,0,0,
aj37.4,Na2MoO4,0.1933,water,3.0899,dmeed,0.3825,H2SO4,0.2197,x,-1,100,20,no,5,no,0,0,
aj38.1,Na2MoO4,0.3857,water,3.1365,dmeed,0.2792,H2SO4,0.2152,HF,4,100,20,no,5,no,0,0,
aj38.2,Na2MoO4,0.3871,water,3.1631,dmeed,0.2783,H2SO4,0.1992,HF,4,100,20,no,5,no,0,0,
aj38.3,Na2MoO4,0.385,water,3.0202,dmeed,0.2779,H2SO4,0.1871,HF,4,100,20,no,5,no,0,0,
aj38.4,Na2MoO4,0.3839,water,3.0277,dmeed,0.283,H2SO4,0.1852,HF,4,100,20,no,5,no,0,0,
aj39.1,Na2MoO4,0.5787,water,3.1445,tmed,0.1897,H2SO4,0.1888,x,-1,100,20,no,5,no,0,0,
aj39.2,Na2MoO4,0.5744,water,3.1,tmed,0.1943,H2SO4,0.2267,x,-1,100,20,no,5,no,0,0,
aj39.3,Na2MoO4,0.5753,water,3.0285,tmed,0.1947,H2SO4,0.1843,x,-1,100,20,no,5,no,0,0,
aj39.4,Na2MoO4,0.5744,water,3.0503,tmed,0.1862,H2SO4,0.2087,x,-1,100,20,no,5,no,0,0,
aj40.1,Na2MoO4,0.5803,water,3.0231,tmed,0.2128,H2SO4,-1,HF,6,100,20,no,5,no,0,0,
aj40.2,Na2MoO4,0.5793,water,3.0439,tmed,0.2097,H2SO4,-1,HF,6,100,20,no,5,no,0,0,
aj40.3,Na2MoO4,0.5799,water,3.123,tmed,0.2148,H2SO4,-1,HF,6,100,20,no,5,no,0,0,
aj40.4,Na2MoO4,0.5799,water,3.0188,tmed,0.2161,H2SO4,-1,HF,6,100,20,no,5,no,0,0,
aj41.1,Na2MoO4,0.1948,water,5.0643,tren,0.349,H2SO4,-1,x,-1,100,20,no,5,no,0,0,
aj41.2,Na2MoO4,0.193,water,5.0538,tren,0.3203,H2SO4,-1,x,-1,100,20,no,5,no,0,0,
aj41.3,Na2MoO4,0.1933,water,5.0648,tren,0.3282,H2SO4,-1,x,-1,100,20,no,5,no,0,0,
aj41.4,Na2MoO4,0.1915,water,5.1359,tren,0.3226,H2SO4,-1,x,-1,100,20,no,5,no,0,0,
aj42.1,Na2MoO4,0.3886,water,1.061,dmeed,0.2773,H2SO4,-1,HF,1,100,20,no,5,no,0,0,
aj42.2,Na2MoO4,0.386,water,1.0046,dmeed,0.2749,H2SO4,-1,HF,1,100,20,no,5,no,0,0,
aj42.3,Na2MoO4,0.3894,water,1.09,dmeed,0.2916,H2SO4,-1,HF,1,100,20,no,5,no,0,0,
aj42.4,Na2MoO4,0.3865,water,1.0444,dmeed,0.2822,H2SO4,-1,HF,1,100,20,no,5,no,0,0,
aj44.1,Na2MoO4,0.5792,water,3.0254,deed,0.201,H2SO4,0.2075,x,-1,100,20,no,5,no,0,0,
aj44.2,Na2MoO4,0.5818,water,3.0502,deed,0.2005,H2SO4,0.1904,x,-1,100,20,no,5,no,0,0,
aj44.3,Na2MoO4,0.58,water,3.0421,deed,0.1905,H2SO4,0.1788,x,-1,100,20,no,5,no,0,0,
aj44.4,Na2MoO4,0.5808,water,3.0144,deed,0.1922,H2SO4,0.2021,x,-1,100,20,no,5,no,0,0,
aj44.5,Na2MoO4,0.1948,water,1.0234,deed,0.3729,H2SO4,0.2054,x,-1,100,20,no,5,no,0,0,
aj44.6,Na2MoO4,0.1954,water,1.0371,deed,0.3923,H2SO4,0.2069,x,-1,100,20,no,5,no,0,0,
aj44.7,Na2MoO4,0.1932,water,1.1881,deed,0.3984,H2SO4,0.2007,x,-1,100,20,no,5,no,0,0,
aj44.8,Na2MoO4,0.193,water,1.0382,deed,0.3803,H2SO4,0.2085,x,-1,100,20,no,5,no,0,0,
aj45.1,Na2MoO4,0.1931,water,3.078,dmeed,0.3943,H2SO4,0.2298,x,-1,100,20,no,5,no,0,0,
aj45.2,Na2MoO4,0.19,water,2.9771,dmeed,0.3824,H2SO4,0.1728,x,-1,100,20,no,5,no,0,0,
aj45.3,Na2MoO4,0.191,water,3.0437,dmeed,0.3815,H2SO4,0.2229,x,-1,100,20,no,5,no,0,0,
aj45.4,Na2MoO4,0.192,water,3.0545,dmeed,0.3972,H2SO4,0.2066,x,-1,100,20,no,5,no,0,0,
aj45.5,Na2MoO4,0.579,water,3.1759,dmeed,0.196,H2SO4,0.2126,x,-1,100,20,no,5,no,0,0,
aj45.6,Na2MoO4,0.5818,water,3.0681,dmeed,0.1853,H2SO4,0.2249,x,-1,100,20,no,5,no,0,0,
aj45.7,Na2MoO4,0.5807,water,3.043,dmeed,0.1839,H2SO4,0.2449,x,-1,100,20,no,5,no,0,0,
aj45.8,Na2MoO4,0.5801,water,3.007,dmeed,0.1829,H2SO4,0.2282,x,-1,100,20,no,5,no,0,0,
aj46.1,Na2MoO4,0.3837,water,1.0313,dmed,0.2872,H2SO4,0.1947,HF,1,100,20,no,5,no,0,0,
aj46.2,Na2MoO4,0.3882,water,1.0403,dmed,0.2803,H2SO4,0.2013,HF,1,100,20,no,5,no,0,0,
aj46.3,Na2MoO4,0.3859,water,1.0772,dmed,0.2783,H2SO4,0.2045,HF,1,100,20,no,5,no,0,0,
aj46.4,Na2MoO4,0.389,water,1.0648,dmed,0.2794,H2SO4,0.2007,HF,1,100,20,no,5,no,0,0,
aj47.1,Na2MoO4,0.1945,water,3.0265,tram,0.4669,H2SO4,0.1917,x,-1,100,20,no,5,no,0,0,"""Correct Crystals"" for this trial"
aj47.2,Na2MoO4,0.1933,water,3.024,tram,0.479,H2SO4,0.2203,x,-1,100,20,no,5,no,0,0,
aj47.3,Na2MoO4,0.1975,water,3.1342,tram,0.4755,H2SO4,0.2569,x,-1,100,20,no,5,no,0,0,
aj47.4,Na2MoO4,0.1969,water,3.069,tram,0.4662,H2SO4,0.2141,x,-1,100,20,no,5,no,0,0,
aj48.1,Na2MoO4,0.5807,water,3.0111,deed,0.2054,H2SO4,0.2177,x,-1,100,20,no,5,no,0,0,"""Good stuff"" for these trials"
aj48.2,Na2MoO4,0.5817,water,3.0427,deed,0.1936,H2SO4,0.2306,x,-1,100,20,no,5,no,0,0,
aj48.3,Na2MoO4,0.5805,water,3.017,deed,0.1974,H2SO4,0.2235,x,-1,100,20,no,5,no,0,0,
aj48.4,Na2MoO4,0.5816,water,3.0129,deed,0.2026,H2SO4,0.232,x,-1,100,20,no,5,no,0,0,
aj49.1,Na2MoO4,0.193,water,1.0145,deed,0.3715,H2SO4,0.1968,x,-1,100,20,no,5,no,0,0,
aj49.2,Na2MoO4,0.1938,water,1.0137,deed,0.399,H2SO4,0.1994,x,-1,100,20,no,5,no,0,0,
aj49.3,Na2MoO4,0.1952,water,1.0004,deed,0.3715,H2SO4,0.2536,x,-1,100,20,no,5,no,0,0,
aj49.4,Na2MoO4,0.1935,water,0.9944,deed,0.3754,H2SO4,0.1994,x,-1,100,20,no,5,no,0,0,
aj50.1,Na2MoO4,0.1985,water,3.0797,dmeed,0.3888,H2SO4,0.2114,x,-1,100,20,no,5,no,0,0,"""All solutions"" for these trials"
aj50.2,Na2MoO4,0.193,water,3.0405,dmeed,0.454,H2SO4,0.1953,x,-1,100,20,no,5,no,0,0,
aj50.3,Na2MoO4,0.1945,water,3.0155,dmeed,0.3862,H2SO4,0.2118,x,-1,100,20,no,5,no,0,0,
aj50.4,Na2MoO4,0.1943,water,3.1002,dmeed,0.378,H2SO4,0.2351,x,-1,100,20,no,5,no,0,0,
aj51.1,Na2MoO4,0.1939,water,3.0376,tram,0.4593,H2SO4,0.2027,HF,5,100,20,no,5,no,0,0,"""Correct stuff"" for these trials"
aj51.2,Na2MoO4,0.1963,water,3.1542,tram,0.471,H2SO4,0.2324,HF,5,100,20,no,5,no,0,0,
aj51.3,Na2MoO4,0.1945,water,3.1762,tram,0.4673,H2SO4,0.23,HF,5,100,20,no,5,no,0,0,
aj51.4,Na2MoO4,0.1946,water,3.007,tram,0.4726,H2SO4,0.1969,HF,5,100,20,no,5,no,0,0,
aj52.1,Na2MoO4,0.1964,water,3.0472,tram,0.4825,H2SO4,0.2005,HF,1,100,20,no,5,no,0,0,"""Good"""
aj52.2,Na2MoO4,0.1998,water,3.085,tram,0.47,H2SO4,0.1988,HF,1,100,20,no,5,no,0,0,"Rest of this trial ""bad"""
aj52.3,Na2MoO4,0.1969,water,3.0205,tram,0.4814,H2SO4,0.1888,HF,1,100,20,no,5,no,0,0,
aj52.4,Na2MoO4,0.1962,water,3.0145,tram,0.4814,H2SO4,0.2099,HF,1,100,20,no,5,no,0,0,
aj53.1,Na2MoO4,0.3831,water,1.0503,dmeed,0.2725,H2SO4,0.2223,HF,1,100,20,no,5,no,0,0,"""Correct stuff"" for these trials"
aj53.2,Na2MoO4,0.3837,water,1.0306,dmeed,0.2761,H2SO4,0.2259,HF,1,100,20,no,5,no,0,0,
aj53.3,Na2MoO4,0.3842,water,1.0349,dmeed,0.2797,H2SO4,0.2064,x,-1,100,20,no,5,no,0,0,
aj53.4,Na2MoO4,0.3847,water,1.0748,dmeed,0.2977,H2SO4,0.1987,x,-1,100,20,no,5,no,0,0,
aj54.1,Na2MoO4,0.1922,water,3.0992,tram,0.4616,H2SO4,0.2054,x,-1,100,20,no,5,no,0,0,
aj54.2,Na2MoO4,0.1936,water,3.0662,tram,0.4674,H2SO4,0.2185,x,-1,100,20,no,5,no,0,0,
aj54.3,Na2MoO4,0.1935,water,3.0757,tram,0.4626,H2SO4,0.2342,x,-1,100,20,no,5,no,0,0,
aj54.4,Na2MoO4,0.1948,water,2.9961,tram,0.4667,H2SO4,0.2088,x,-1,100,20,no,5,no,0,0,
aj55.1,Na2MoO4,0.5797,water,3.128,tmed,0.1874,H2SO4,0.2243,x,-1,100,20,no,5,no,0,0,
aj55.2,Na2MoO4,0.582,water,3.0594,tmed,0.1895,H2SO4,0.2191,x,-1,100,20,no,5,no,0,0,
aj55.3,Na2MoO4,0.5802,water,3.1212,tmed,0.2072,H2SO4,0.2091,x,-1,100,20,no,5,no,0,0,
aj55.4,Na2MoO4,0.5807,water,3.2084,tmed,0.1953,H2SO4,0.1983,x,-1,100,20,no,5,no,0,0,
aj56.1,Na2MoO4,0.1942,water,3.0283,tren,0.478,H2SO4,0.2033,x,-1,100,20,no,5,no,0,0,
aj56.2,Na2MoO4,0.1969,water,3.1015,tren,0.4975,H2SO4,0.2082,x,-1,100,20,no,5,no,0,0,
aj56.3,Na2MoO4,0.1987,water,3.1046,tren,0.4895,H2SO4,0.2,x,-1,100,20,no,5,no,0,0,
aj56.4,Na2MoO4,0.1953,water,3,tren,0.4794,H2SO4,0.1771,x,-1,100,20,no,5,no,0,0,
aj56.5,Na2MoO4,0.1983,water,3.053,tren,0.4763,H2SO4,0.202,x,-1,100,20,no,5,no,0,0,
aj57.1,Na2MoO4,0.5795,water,3.0852,deed,0.192,H2SO4,0.2181,x,-1,100,20,no,5,no,0,0,
aj57.2,Na2MoO4,0.576,water,3.0968,deed,0.1928,H2SO4,0.2185,x,-1,100,20,no,5,no,0,0,
aj57.3,Na2MoO4,0.5862,water,3.1004,deed,0.2093,H2SO4,0.1979,x,-1,100,20,no,5,no,0,0,
aj57.4,Na2MoO4,0.1953,water,4.0467,deed,0.39,H2SO4,0.2293,x,-1,100,20,no,5,no,0,0,
aj57.5,Na2MoO4,0.1945,water,0.9976,deed,0.3757,H2SO4,0.2129,x,-1,100,20,no,5,no,0,0,
aj57.6,Na2MoO4,0.1957,water,1.0343,deed,0.3723,H2SO4,0.1892,x,-1,100,20,no,5,no,0,0,
yh11.1,NaVO3,0.1376,SeO2,0.8972,tren,0.1704,Na2C2O4,0.152,water,6,90,18,yes,2,no,2,3,
yh11.2,NaVO3,0.1291,SeO2,0.9185,"1,3-dap",0.0867,Na2C2O4,0.1592,water,6,90,18,yes,2,no,2,1,
yh11.3,NaVO3,0.1269,SeO2,1.0123,"1,4-dab",0.09,Na2C2O4,0.1726,water,6,90,18,yes,2,no,2,3,
yh11.4,NaVO3,0.1314,SeO2,0.8951,mpip,0.11709,Na2C2O4,0.1617,water,6,90,18,yes,2,no,2,3,
yh11.5,NaVO3,0.1355,SeO2,0.8935,imid,0.1604,Na2C2O4,0.1627,water,6,90,18,yes,2,no,2,1,
yh11.6,NaVO3,0.132,SeO2,1.0273,bapp,0.2114,Na2C2O4,0.1611,water,6,90,20,yes,2,no,2,3,
yh11.7,NaVO3,0.132,SeO2,0.9131,aep,0.138,Na2C2O4,0.1594,water,6,90,20,yes,2,no,2,3,
yh11.8,NaVO3,0.1272,SeO2,0.8915,"1,5-dap",0.1288,Na2C2O4,0.1575,water,6,90,20,yes,2,no,2,2,
yh11.9,NaVO3,0.1308,SeO2,0.9034,"1,6-dah",0.1299,Na2C2O4,0.1756,water,6,90,20,yes,2,no,1,2,
yh11.10,NaVO3,0.1227,SeO2,0.9195,en,0.0712,Na2C2O4,0.2014,water,6,90,20,yes,2,no,2,3,
yy11.1,NaVO3,0.1329,SeO2,1.1723,tren,0.2052,Na2C2O4,0.1515,water,6,90,18,yes,2,no,1,3,
yy11.2,NaVO3,0.1278,SeO2,1.1174,"1,3-dap",0.0855,Na2C2O4,0.1396,water,6,90,18,yes,2,no,2,1,
yy11.3,NaVO3,0.1342,SeO2,1.1208,"1,4-dab",0.0928,Na2C2O4,0.1395,water,6,90,18,yes,2,no,1,2,
yy11.4,NaVO3,0.1313,SeO2,1.1164,mpip,0.1117,Na2C2O4,0.1392,water,6,90,18,yes,2,no,1,3,
yy11.5,NaVO3,0.1403,SeO2,1.1211,imid,0.0726,Na2C2O4,0.1483,water,6,90,18,yes,2,no,2,1,
yy11.6,NaVO3,0.123,SeO2,1.1111,bapp,0.238,Na2C2O4,0.142,water,6,90,20,yes,2,no,1,3,
yy11.7,NaVO3,0.134,SeO2,1.135,aep,0.133,Na2C2O4,0.149,water,6,90,20,yes,2,no,1,3,
yy11.8,NaVO3,0.135,SeO2,1.114,"1,5-dap",0.109,Na2C2O4,0.146,water,6,90,20,yes,2,no,2,1,
yy11.9,NaVO3,0.13,SeO2,1.11,"1,6-dah",0.131,Na2C2O4,0.147,water,6,90,20,yes,2,no,2,1,
yy11.10,NaVO3,0.129,SeO2,1.109,en,0.065,Na2C2O4,0.224,water,6,90,20,yes,2,no,2,2,
yy11.11,NaVO3,0.1271,SeO2,1.1614,1-epip,0.1143,Na2C2O4,0.1544,water,6,90,17,yes,2,no,2,3,
yy11.12,NaVO3,0.1313,SeO2,1.1985,"1,8-dao",0.1492,Na2C2O4,0.1391,water,6,90,17,yes,2,no,2,1,
yy11.13,NaVO3,0.1332,SeO2,1.1364,"1,2-dap",0.0875,Na2C2O4,0.1518,water,6,90,17,yes,2,no,2,1,
yy11.14,NaVO3,0.1287,SeO2,1.156,pyz-COOH,0.1952,Na2C2O4,0.1498,water,6,90,17,yes,2,no,2,1,
yy11.15,NaVO3,0.1655,SeO2,1.1219,2mpyz,0.0966,Na2C2O4,0.1454,water,6,90,17,yes,2,no,1,2,
yy14.1,VOSO4,0.338,SeO2,0.567,pip,0.109,water,6,x,x,110,24,yes,7,no,2,4,
yy14.2,VOSO4,0.369,SeO2,0.609,"2,5-dmpip",0.353,water,6,x,x,110,24,yes,7,no,1,2,
yy14.3,VOSO4,0.335,SeO2,0.591,"2,6-dmpip",0.349,water,6,x,x,110,24,yes,7,no,1,2,
yy14.4,VOSO4,0.339,SeO2,0.551,"1,4-dmpip",0.351,water,6,x,x,110,24,yes,7,no,1,2,
yy14.5,VOSO4,0.363,SeO2,0.567,1-mpip,0.305,water,6,x,x,110,24,yes,7,no,1,2,
yy14.6,VOSO4,0.337,SeO2,0.557,2-mpip,0.335,water,6,x,x,110,24,yes,7,no,1,2,
yy14.7,VOSO4,0.43,SeO2,0.558,en,0.183,water,6,x,x,110,72,yes,7,no,1,3,
yy14.8,VOSO4,0.341,SeO2,0.555,"1,3-dap",0.234,water,6,x,x,110,72,yes,7,no,1,2,
yy14.9,VOSO4,0.372,SeO2,0.562,"1,4-dab",0.273,water,6,x,x,110,72,yes,7,no,1,2,
yy14.10,VOSO4,0.378,SeO2,0.613,"1,5-dap",0.332,water,6,x,x,110,72,yes,7,no,1,2,
yy14.11,VOSO4,0.417,SeO2,0.559,"1,6-dah",0.362,water,6,x,x,110,72,yes,7,no,1,2,
yy14.12,VOSO4,0.378,SeO2,0.598,en,0.184,water,6,x,x,110,72,yes,4,no,1,2,
yy14.13,VOSO4,0.345,SeO2,0.667,"1,3-dap",0.256,water,6,x,x,110,72,yes,4,no,1,2,
yy14.14,VOSO4,0.396,SeO2,0.585,"1,4-dab",0.274,water,6,x,x,110,72,yes,4,no,1,2,
yy14.15,VOSO4,0.336,SeO2,0.585,"1,5-dap",0.313,water,6,x,x,110,72,yes,4,no,1,2,
yy14.16,VOSO4,0.378,SeO2,0.636,"1,6-dah",0.361,water,6,x,x,110,72,yes,4,no,1,2,
yy14.17,VOSO4,0.355,SeO2,0.602,tren,0.484,water,6,x,x,110,72,yes,4,no,1,2,
yy14.18,VOSO4,0.332,SeO2,0.578,hpip,0.413,water,6,x,x,110,72,yes,4,no,1,2,
yy14.19,VOSO4,0.374,SeO2,0.669,dabco,0.352,water,6,x,x,110,72,yes,4,no,1,2,
yy14.20,VOSO4,0.403,SeO2,0.564,imid,0.213,water,6,x,x,110,72,yes,4,no,1,2,
yy14.21,VOSO4,0.342,SeO2,0.641,deta,0.319,water,6,x,x,110,72,yes,4,no,1,2,
yh13.1,VOSO4,0.3596,SeO2,0.98,pip,0.1126,water,6,x,x,110,,yes,7,no,2,4,
yh13.2,VOSO4,0.3635,SeO2,0.62,"2,5-dmpip",0.3487,water,6,x,x,110,,yes,7,no,1,2,
yh13.3,VOSO4,0.3694,SeO2,0.5519,"2,6-dmpip",0.3876,water,6,x,x,110,,yes,7,no,2,3,
yh13.4,VOSO4,0.3335,SeO2,0.5553,"1,4-dmpip",0.3913,water,6,x,x,110,,yes,7,no,1,2,
yh13.5,VOSO4,0.4286,SeO2,0.558,1-mpip,0.3878,water,6,x,x,110,,yes,7,no,1,2,
yh13.6,VOSO4,0.3693,SeO2,0.5667,2-mpip,0.3065,water,6,x,x,110,,yes,7,no,1,2,
yh13.7,VOSO4,0.354,SeO2,0.5819,tren,0.5493,water,6.042,x,x,110,,yes,7,no,1,3,
yh13.8,VOSO4,0.3525,SeO2,0.5637,hpip,0.3963,water,5.867,x,x,110,,yes,7,no,2,4,
yh13.9,VOSO4,0.3265,SeO2,0.5663,dabco,0.3451,water,6.087,x,x,110,,yes,7,no,1,3,
yh13.10,VOSO4,0.3679,SeO2,0.5887,imid,0.3573,water,6.785,x,x,110,,yes,7,no,1,2,
yh13.11,VOSO4,0.4644,SeO2,0.6626,dcta,0.5316,water,5.762,x,x,110,,yes,7,no,1,3,
yh13.12,VOSO4,0.4816,SeO2,0.6404,"2,5-dmpip",0.3515,water,6.126,x,x,110,,yes,4,no,1,2,
yh13.13,VOSO4,0.3818,SeO2,0.6325,"2,6-mpip",0.3556,water,6.026,x,x,110,,yes,4,no,1,2,
yh13.14,VOSO4,0.5881,SeO2,0.5797,"1,4-dmpip",0.3642,water,6.078,x,x,110,,yes,4,no,1,2,
yh13.15,VOSO4,0.5609,SeO2,0.5854,2-mpip,0.3465,water,6.104,x,x,110,,yes,4,no,1,2,
yh13.16,VOSO4,0.3637,SeO2,0.5462,1-mpip,0.3543,water,6.204,x,x,110,,yes,4,no,1,2,
yh13.17,VOSO4,0.3315,SeO2,0.5989,pip,0.2586,water,6.321,x,x,110,,yes,4,no,1,2,
yh13.18,VOSO4,0.4252,SeO2,0.6001,"2,5-dmpip",0.3548,water,6.053,x,x,110,,yes,1,no,1,2,
yh13.19,VOSO4,0.3743,SeO2,0.5962,"2,6d-mpip",0.3701,water,6.083,x,x,110,,yes,1,no,1,2,
yh13.20,VOSO4,0.4775,SeO2,0.5487,"1,4-dmpip",0.3614,water,6.123,x,x,110,,yes,1,no,1,2,
yh13.21,VOSO4,0.3308,SeO2,0.5839,2-mpip,0.3142,water,6.043,x,x,110,,yes,1,no,2,4,
yh13.22,VOSO4,0.3721,SeO2,0.5542,1-mpip,0.3162,water,6.087,x,x,110,,yes,1,no,1,2,
yh13.23,VOSO4,0.376,SeO2,0.6023,pip,0.3576,water,6.156,x,x,110,,yes,1,no,1,2,
yy17.1,NaVO3,0.145,SeO2,1.138,tren,0.167,Na2C2O4,0.215,water,6,90,16,yes,1,no,2,3,
yy17.2,NaVO3,0.137,SeO2,1.174,"1,4-dab",0.089,Na2C2O4,0.206,water,6,90,16,yes,1,no,1,2,
yy17.3,NaVO3,0.125,SeO2,1.124,hpip,0.182,Na2C2O4,0.203,water,6,90,16,yes,1,no,1,2,
yy17.4,NaVO3,0.127,SeO2,1.121,"1,5-dap",0.112,Na2C2O4,0.22,water,6,90,16,yes,1,no,1,2,
yy17.5,NaVO3,0.136,SeO2,1.118,"1,6-dah",0.124,Na2C2O4,0.22,water,6,90,16,yes,1,no,1,2,
yy17.6,NaVO3,0.124,SeO2,1.139,dabco,0.134,Na2C2O4,0.225,water,6,90,16,yes,1,no,2,3,
yy17.7,NaVO3,0.132,SeO2,1.111,imid,0.072,Na2C2O4,0.227,water,6,90,16,yes,1,no,1,2,
yy17.8,NaVO3,0.138,SeO2,1.121,deta,0.148,Na2C2O4,0.283,water,6,90,16,yes,1,no,2,3,
yy19.1,NaVO3,0.147,SeO2,1.149,aqn,0.218,Na2C2O4,0.14,water,6,90,19,yes,1,no,1,3,
