@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R3-5,7-8,13,17,43,74,85,168,170-172,174,179-180,188,228,232,250,256,269,274'

@attribute slowCool {yes,no}
@attribute pH numeric
@attribute leak {yes,no}
@attribute numberOrg numeric
@attribute numberOxlike numeric
@attribute orgmaximalprojectionradiusMax numeric
@attribute orgminimalprojectionsizeMax numeric
@attribute orgASA_HMin numeric
@attribute orgminimalprojectionsizeGeomAvg numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute Na {yes,no}
@attribute Te {yes,no}
@attribute Br {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute P {yes,no}
@attribute S {yes,no}
@attribute Cr {yes,no}
@attribute PaulingElectronegMax numeric
@attribute IonizationMin numeric
@attribute IonizationMaxWeighted numeric
@attribute IonizationMinWeighted numeric
@attribute EAGeomWeighted numeric
@attribute outcome {1,2,3,4}

@data
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.0462,0.6881,0.3167,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,8.8113,0.6475,0.3032,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.8349,0.67,0.3258,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.5169,0.686,0.3243,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.5194,0.686,0.3243,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.7034,0.6561,0.3202,3
yes,1,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,9.4295,0.7933,0.3471,1
yes,1,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,9.4685,0.528,0.2838,1
yes,1,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,11.3266,0.6716,0.3501,1
yes,1,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.5807,0.6593,0.2837,1
yes,1,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,9.4889,0.6588,0.3173,1
yes,1,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,9.6822,0.6668,0.3225,1
yes,1,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,9.4236,0.6705,0.319,1
yes,1,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,9.4863,0.6598,0.3175,1
yes,5,no,1,0,3.56,6.58,194.04,6.58,1.95,yes,yes,no,no,no,no,no,no,2.1,650.9,0.222,0.1559,0.0243,2
yes,5,no,1,0,3.56,6.58,194.04,6.58,1.95,yes,yes,no,no,no,no,no,no,2.1,650.9,1.699,0.1569,0.0673,2
yes,5,no,1,0,3.56,6.58,194.04,6.58,1.95,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2785,0.2154,0.0684,3
yes,7,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.2158,0.1596,0.0242,2
yes,7,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7057,0.1569,0.0434,2
yes,5,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.2165,0.1569,0.024,2
yes,5,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7089,0.1569,0.0435,2
yes,3,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.2146,0.1585,0.0241,2
yes,3,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7151,0.1559,0.0435,2
yes,1,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.2075,0.1569,0.0235,3
yes,1,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7053,0.1596,0.0438,1
yes,7,no,1,0,7.85,15.66,300.79,15.66,6.97,yes,yes,no,no,no,no,no,no,2.1,650.9,0.2146,0.1666,0.0247,2
yes,7,no,1,0,7.85,15.66,300.79,15.66,6.97,yes,yes,no,no,no,no,no,no,2.1,650.9,0.5274,0.2103,0.0434,2
yes,5,no,1,0,7.85,15.66,300.79,15.66,7.01,yes,yes,no,no,no,no,no,no,2.1,650.9,0.2228,0.1596,0.0246,2
yes,5,no,1,0,7.85,15.66,300.79,15.66,7.01,yes,yes,no,no,no,no,no,no,2.1,650.9,0.5274,0.2216,0.0446,2
yes,7,no,1,0,3.87,7.5,110.98,7.5,5.91,yes,yes,no,no,no,no,no,no,2.1,650.9,0.2279,0.1644,0.0252,4
yes,7,no,1,0,3.87,7.5,110.98,7.5,5.91,yes,yes,no,no,no,no,no,no,2.1,650.9,0.5312,0.2091,0.0435,4
yes,7,no,1,0,3.87,7.5,110.98,7.5,5.91,yes,yes,no,no,no,no,no,no,2.1,650.9,1.6474,0.2114,0.077,4
yes,7,no,1,0,3.87,7.5,110.98,7.5,5.91,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7038,0.1735,0.0456,2
yes,5,no,1,0,3.87,7.5,110.98,7.5,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.7045,0.1569,0.0675,2
yes,5,no,1,0,3.87,7.5,110.98,7.5,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2737,0.2091,0.0673,4
yes,3,no,1,0,3.87,7.5,110.98,7.5,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.6966,0.1666,0.0693,2
yes,3,no,1,0,3.87,7.5,110.98,7.5,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2791,0.2154,0.0684,4
yes,1,no,1,0,3.87,7.5,110.98,7.5,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.6958,0.1628,0.0685,2
yes,1,no,1,0,3.87,7.5,110.98,7.5,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2679,0.2224,0.0693,2
yes,7,no,1,0,4.05,7.98,247.34,7.98,0,yes,yes,no,no,no,no,no,no,2.1,650.9,0.2122,0.1618,0.0242,2
yes,7,no,1,0,4.05,7.98,247.34,7.98,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.1996,0.1799,0.0606,2
yes,5,no,1,0,4.05,7.98,247.34,7.98,0,yes,yes,no,no,no,no,no,no,2.1,650.9,0.2228,0.1612,0.0247,2
yes,5,no,1,0,4.05,7.98,247.34,7.98,0,yes,yes,no,no,no,no,no,no,2.1,650.9,0.529,0.2161,0.0441,2
yes,3,no,1,0,4.05,7.98,247.34,7.98,0.21,yes,yes,no,no,no,no,no,no,2.1,650.9,0.2232,0.1596,0.0246,2
yes,3,no,1,0,4.05,7.98,247.34,7.98,0.21,yes,yes,no,no,no,no,no,no,2.1,650.9,1.6982,0.1585,0.0677,2
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,yes,no,no,no,no,no,no,2.1,650.9,0.2122,0.1703,0.0248,2
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,yes,no,no,no,no,no,no,2.1,650.9,1.6994,0.1564,0.0672,2
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.2718,0.6534,0.3124,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.3472,0.6673,0.317,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.555,0.6588,0.3184,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.276,0.6529,0.3123,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.3676,0.6822,0.3209,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.2896,0.6828,0.3197,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.41,0.6828,0.3217,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.371,0.7004,0.3252,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.4999,0.6561,0.3169,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.6152,0.6481,0.3168,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.5287,0.6721,0.3212,3
yes,1,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.3642,0.6518,0.3136,3
yes,1,no,1,0,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,8.5721,0.662,0.3023,2
yes,1,no,1,0,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,8.6154,0.6806,0.3074,2
yes,1,no,1,0,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,9.1005,0.6507,0.3089,2
yes,1,no,1,0,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,9.0538,0.655,0.3091,2
yes,1,no,1,0,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,9.3947,0.6475,0.3131,3
yes,1,no,1,0,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,8.7935,0.6806,0.3105,3
yes,1,no,1,0,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,9.064,0.7073,0.3214,2
yes,1,no,1,0,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,8.7689,0.6951,0.3133,4
yes,1,no,1,0,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,8.8427,0.7356,0.3237,1
yes,1,no,1,0,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,9.0335,0.6721,0.3127,4
yes,2,no,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,yes,no,no,no,2.55,650.9,7.8767,0.6539,0.2881,3
yes,2,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,yes,no,no,no,2.55,650.9,9.3591,0.6662,0.3169,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,yes,no,no,no,2.55,650.9,9.399,0.6811,0.3211,4
yes,2,no,1,0,4.66,9.43,225.86,9.43,4,yes,no,no,no,yes,no,yes,no,2.55,650.9,11.3639,0.6509,0.3452,3
yes,2,no,1,0,4.66,9.43,225.86,9.43,4,yes,no,no,no,yes,no,yes,no,2.55,650.9,11.3385,0.6685,0.3494,3
yes,2,no,1,0,4.66,9.43,225.86,9.43,4,yes,no,no,no,yes,no,yes,no,2.55,650.9,4.7483,1.3181,0.3175,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,yes,no,no,yes,yes,2.55,650.9,4.9662,1.2674,0.2855,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,yes,no,yes,no,2.55,650.9,4.8339,1.3078,0.3191,1
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7974,0.5327,0.085,4
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8313,0.5551,0.0886,4
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,yes,no,no,no,no,no,no,2.1,650.9,1.119,0.872,0.1288,4
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8235,0.559,0.0885,4
yes,7,no,1,0,7.85,15.66,300.79,15.66,6.97,no,no,no,no,no,no,no,no,2.55,650.9,0.9359,0.2222,0.0579,1
yes,7,no,1,0,7.85,15.66,300.79,15.66,6.97,no,no,no,no,no,no,no,no,2.55,650.9,0.4927,0.113,0.0299,1
yes,7,no,1,0,7.85,15.66,300.79,15.66,6.97,no,no,no,no,no,no,no,no,2.55,650.9,1.2559,0.7005,0.119,4
yes,5,no,1,0,7.85,15.66,300.79,15.66,7.01,no,no,no,no,no,no,no,no,2.55,650.9,2.3788,0.1541,0.0769,4
yes,7,no,1,0,5.81,11.37,204.98,11.37,6,no,no,no,no,no,no,no,no,2.55,650.9,0.9248,0.7844,0.1081,1
yes,7,no,1,0,5.81,11.37,204.98,11.37,6,no,no,no,no,no,no,no,no,2.55,650.9,0.9253,0.6064,0.0951,1
yes,1,no,1,0,5.81,11.37,204.98,11.37,6,no,no,no,no,no,no,no,no,2.55,650.9,1.3815,0.5514,0.1108,4
yes,1,no,1,0,5.81,11.37,204.98,11.37,6,no,no,no,no,no,no,no,no,2.55,650.9,0.8659,0.133,0.0431,2
yes,1,no,1,0,5.81,11.37,204.98,11.37,6,no,no,no,no,no,no,no,no,2.55,650.9,0.8659,0.133,0.0431,2
yes,1,no,1,0,5.81,11.37,204.98,11.37,6,no,no,no,no,no,no,no,no,2.55,650.9,0.8659,0.133,0.0431,2
yes,1,no,1,0,5.81,11.37,204.98,11.37,6,no,no,no,no,no,no,no,no,2.55,650.9,1.7405,0.4842,0.1165,2
yes,3,no,1,0,5.81,11.37,204.98,11.37,6,no,no,no,no,no,no,no,no,2.55,650.9,1.0728,0.4062,0.0838,2
yes,7,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7469,0.7469,0.0581,2
yes,7,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7474,0.7474,0.0581,1
yes,7,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,2.4666,2.4666,0.1918,2
yes,7,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,7.6559,7.6559,0.5952,4
yes,5,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7738,0.7738,0.0602,2
yes,5,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7667,0.7667,0.0596,2
yes,7,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8063,0.55,0.0868,4
yes,7,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8524,0.53,0.0877,2
yes,7,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8063,0.55,0.0868,4
yes,7,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8524,0.53,0.0877,2
yes,7,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8113,0.5319,0.0857,4
yes,7,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8307,0.5457,0.0878,4
yes,7,no,1,0,7.85,15.66,300.79,15.66,6.97,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8113,0.5488,0.087,3
yes,7,no,1,0,7.85,15.66,300.79,15.66,6.97,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8163,0.5363,0.0863,3
yes,1,no,1,0,4.16,7.66,172.28,7.66,4,no,no,no,yes,no,no,no,no,2.55,650.9,5.7735,0.6474,0.2454,3
yes,4,no,1,0,4.16,7.66,172.28,7.66,4,no,no,no,yes,no,no,no,no,2.55,650.9,5.62,0.6267,0.2382,2
yes,7,no,1,0,4.16,7.66,172.28,7.66,3.95,no,no,no,yes,no,no,no,no,2.55,650.9,5.62,0.6686,0.246,3
yes,1,no,1,0,3.84,7.39,142.39,7.39,5,no,no,no,yes,no,no,no,no,2.55,650.9,5.6099,0.6998,0.2515,3
yes,4,no,1,0,3.84,7.39,142.39,7.39,5,no,no,no,yes,no,no,no,no,2.55,650.9,5.782,0.6818,0.252,3
yes,7,no,1,0,3.84,7.39,142.39,7.39,4.96,no,no,no,yes,no,no,no,no,2.55,650.9,5.6506,0.6465,0.2426,3
yes,5,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,2.4638,2.4638,0.1915,2
yes,5,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,7.6611,7.6611,0.5956,2
yes,3,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7328,0.7328,0.057,2
yes,3,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7304,0.7304,0.0568,2
yes,3,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,2.4789,2.4789,0.1927,2
yes,3,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,7.6747,7.6747,0.5966,2
yes,1,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7469,0.7469,0.0581,2
yes,1,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.762,0.762,0.0592,2
yes,1,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.762,0.762,0.0592,2
yes,1,no,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,2.4855,2.4855,0.1932,2
yes,1,yes,1,0,4.58,9.05,141.19,9.05,6,no,no,no,yes,no,no,no,no,1.63,650.9,7.6455,7.6455,0.5943,2
yes,7,no,1,0,3.87,7.5,110.98,7.5,5.91,no,no,no,yes,no,no,no,no,1.63,650.9,0.7384,0.7384,0.0574,4
yes,7,no,1,0,3.87,7.5,110.98,7.5,5.91,no,no,no,yes,no,no,no,no,1.63,650.9,0.7738,0.7738,0.0602,4
yes,7,no,1,0,3.87,7.5,110.98,7.5,5.91,no,no,no,yes,no,no,no,no,1.63,650.9,2.4666,2.4666,0.1918,4
yes,7,no,1,0,3.87,7.5,110.98,7.5,5.91,no,no,no,yes,no,no,no,no,1.63,650.9,2.4666,2.4666,0.1918,4
yes,7,no,1,0,3.87,7.5,110.98,7.5,5.91,no,no,no,yes,no,no,no,no,1.63,650.9,7.671,7.671,0.5963,4
yes,7,no,1,0,3.87,7.5,110.98,7.5,5.91,no,no,no,yes,no,no,no,no,1.63,650.9,7.671,7.671,0.5963,4
yes,5,no,1,0,3.87,7.5,110.98,7.5,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7455,0.7455,0.058,2
yes,5,no,1,0,3.87,7.5,110.98,7.5,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7375,0.7375,0.0573,2
yes,5,no,1,0,3.87,7.5,110.98,7.5,6,no,no,no,yes,no,no,no,no,1.63,650.9,2.4883,2.4883,0.1934,4
yes,5,no,1,0,3.87,7.5,110.98,7.5,6,no,no,no,yes,no,no,no,no,1.63,650.9,7.687,7.687,0.5976,2
yes,3,no,1,0,3.87,7.5,110.98,7.5,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7281,0.7281,0.0566,2
yes,3,no,1,0,3.87,7.5,110.98,7.5,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7469,0.7469,0.0581,2
yes,3,no,1,0,3.87,7.5,110.98,7.5,6,no,no,no,yes,no,no,no,no,1.63,650.9,2.5034,2.5034,0.1946,4
yes,3,no,1,0,3.87,7.5,110.98,7.5,6,no,no,no,yes,no,no,no,no,1.63,650.9,7.7007,7.7007,0.5986,2
yes,3,no,1,0,3.87,7.5,110.98,7.5,6,no,no,no,yes,no,no,no,no,1.63,650.9,7.7007,7.7007,0.5986,2
yes,1,no,1,0,3.87,7.5,110.98,7.5,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7314,0.7314,0.0569,2
yes,1,no,1,0,3.87,7.5,110.98,7.5,6,no,no,no,yes,no,no,no,no,1.63,650.9,0.7917,0.7917,0.0615,2
yes,1,yes,1,0,3.87,7.5,110.98,7.5,6,no,no,no,yes,no,no,no,no,1.63,650.9,7.6738,7.6738,0.5965,2
yes,1,no,1,0,4.18,8.24,157.35,8.24,5,no,no,no,yes,no,no,no,no,2.55,650.9,6.8133,0.6328,0.2635,4
yes,4,no,1,0,4.18,8.24,157.35,8.24,5,no,no,no,yes,no,no,no,no,2.55,650.9,5.715,0.671,0.2485,3
yes,7,no,1,0,4.18,8.24,157.35,8.24,4.96,no,no,no,yes,no,no,no,no,2.55,650.9,5.7735,0.6446,0.2449,3
yes,1,no,1,0,3.76,7.43,173.72,7.43,4,no,no,no,yes,no,no,no,no,2.55,650.9,5.7133,0.6776,0.2497,4
yes,4,no,1,0,3.76,7.43,173.72,7.43,4,no,no,no,yes,no,no,no,no,2.55,650.9,5.609,0.6479,0.242,4
yes,7,no,1,0,3.76,7.43,173.72,7.43,3.96,no,no,no,yes,no,no,no,no,2.55,650.9,5.7998,0.6653,0.2493,4
yes,1,no,1,0,5.74,11.24,170.62,11.24,8,no,no,no,yes,no,no,no,no,2.55,650.9,5.7345,0.6488,0.2448,3
yes,4,no,1,0,5.74,11.24,170.62,11.24,8,no,no,no,yes,no,no,no,no,2.55,650.9,6.0322,0.6663,0.2545,2
yes,7,no,1,0,5.74,11.24,194.98,11.24,7.19,no,no,no,yes,no,no,no,no,2.55,650.9,5.6616,0.6616,0.2456,4
yes,1,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,yes,no,no,no,no,2.55,650.9,5.8041,0.6649,0.2493,3
yes,4,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,yes,no,no,no,no,2.55,650.9,5.637,0.6446,0.2419,4
yes,7,no,1,0,5.06,10.12,250.99,10.12,3.89,no,no,no,yes,no,no,no,no,2.55,650.9,5.6625,0.687,0.2503,3
yes,1,no,1,0,5.4,10.58,196.82,10.58,6,no,no,no,yes,no,no,no,no,2.55,650.9,5.7074,0.6663,0.2475,3
yes,4,no,1,0,5.4,10.58,211.78,10.58,5.56,no,no,no,yes,no,no,no,no,2.55,650.9,5.7871,0.6639,0.2488,4
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,no,no,no,yes,no,no,no,no,2.55,650.9,5.8813,0.6389,0.246,4
yes,1,no,1,0,4.69,9.35,261.95,9.35,2,no,no,no,yes,no,no,no,no,2.55,650.9,5.6523,0.6663,0.2463,4
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,yes,no,no,no,no,2.55,650.9,5.648,0.6804,0.2488,4
yes,7,no,1,0,4.69,9.35,277,9.35,1,no,no,no,yes,no,no,no,no,2.55,650.9,5.8134,0.655,0.2477,4
yes,1,no,1,0,4.12,7.94,210.85,7.94,3,no,no,no,yes,no,no,no,no,2.55,650.9,5.7057,0.6559,0.2455,2
yes,4,no,1,0,4.12,7.94,210.85,7.94,2.99,no,no,no,yes,no,no,no,no,2.55,650.9,5.6752,0.6842,0.2501,3
yes,7,no,1,0,4.12,7.94,226.27,7.94,2.12,no,no,no,yes,no,no,no,no,2.55,650.9,5.7506,0.6762,0.2503,2
yes,1,no,1,0,4.79,9.27,237.68,9.27,3,no,no,no,yes,no,no,no,no,2.55,650.9,5.7303,0.6408,0.2432,3
yes,4,no,1,0,4.79,9.27,237.68,9.27,2.99,no,no,no,yes,no,no,no,no,2.55,650.9,5.7719,0.6408,0.2441,4
yes,7,no,1,0,4.79,9.27,261.98,9.27,2.15,no,no,no,yes,no,no,no,no,2.55,650.9,5.6701,0.6785,0.249,4
yes,7,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.3292,0.2283,0.0358,2
yes,7,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0579,0.2326,0.0647,2
yes,5,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.3328,0.2267,0.0358,4
yes,5,yes,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0715,0.2236,0.0638,2
yes,3,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.3521,0.2138,0.0358,4
yes,3,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0629,0.2173,0.0627,2
yes,1,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.3113,0.2216,0.0343,1
yes,1,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0715,0.2299,0.0647,2
yes,7,no,1,0,3.87,7.5,110.98,7.5,5.91,yes,yes,no,no,no,no,no,no,2.1,650.9,0.3199,0.2185,0.0345,2
yes,7,no,1,0,3.87,7.5,110.98,7.5,5.91,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0736,0.2232,0.0638,4
yes,7,no,1,0,4.9,9.67,172.41,9.67,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.3178,0.2185,0.0344,1
yes,7,no,1,0,4.9,9.67,172.41,9.67,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0958,0.2405,0.0669,4
yes,7,no,1,0,4.9,9.67,172.41,9.67,6,yes,yes,no,no,no,no,no,no,2.1,650.9,3.3561,0.2107,0.1097,2
yes,7,yes,1,0,4.9,9.67,172.41,9.67,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.2419,0.3185,0.1102,2
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,yes,no,no,no,no,no,no,2.1,650.9,0.3922,0.2318,0.0393,2
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7245,0.3457,0.0653,4
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,yes,no,no,no,no,no,no,2.1,650.9,2.5545,0.2185,0.0974,4
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,yes,no,no,no,no,no,no,2.1,650.9,1.7045,0.3257,0.0972,4
yes,5,no,1,0,5.4,10.58,211.78,10.58,5.11,yes,yes,no,no,no,no,no,no,2.1,650.9,0.345,0.2114,0.0352,2
yes,5,no,1,0,5.4,10.58,211.78,10.58,5.11,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7124,0.345,0.0647,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,yes,no,no,no,no,2.55,650.9,5.8185,0.6512,0.2471,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,yes,no,no,no,no,2.55,650.9,5.8185,0.6512,0.2471,4
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,yes,no,no,no,no,no,no,2.1,650.9,0.3307,0.222,0.0353,2
