@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R3-5,7-8,13,17,43,74,85,168,170-172,174,179-180,188,228,232,250,256,269,274'

@attribute slowCool {yes,no}
@attribute pH numeric
@attribute leak {yes,no}
@attribute numberOrg numeric
@attribute numberOxlike numeric
@attribute orgmaximalprojectionradiusMax numeric
@attribute orgminimalprojectionsizeMax numeric
@attribute orgASA_HMin numeric
@attribute orgminimalprojectionsizeGeomAvg numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute Na {yes,no}
@attribute Te {yes,no}
@attribute Br {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute P {yes,no}
@attribute S {yes,no}
@attribute Cr {yes,no}
@attribute PaulingElectronegMax numeric
@attribute IonizationMin numeric
@attribute IonizationMaxWeighted numeric
@attribute IonizationMinWeighted numeric
@attribute EAGeomWeighted numeric
@attribute outcome {1,2,3,4}

@data
yes,1,no,1,0,6.83,13.32,380.28,13.32,1.06,yes,no,no,no,no,no,no,no,2.55,650.9,5.6268,0.7111,0.2539,4
yes,1,no,1,0,6.83,13.32,380.28,13.32,1.06,yes,no,no,no,no,no,no,no,2.55,650.9,5.609,0.6934,0.2503,4
yes,2,no,1,0,4.77,9.5,263.26,9.5,0.88,no,no,no,no,no,no,yes,no,2.55,650.9,4.6372,1.4004,0.3234,3
yes,7,no,1,0,4.77,9.5,267.23,9.5,0,no,no,no,no,no,no,yes,no,2.55,650.9,4.6838,1.2946,0.3125,4
yes,1,no,1,0,3.84,7.39,142.39,7.39,5,no,no,no,no,no,no,yes,no,2.55,650.9,4.6329,1.2906,0.3104,1
yes,7,no,1,0,3.84,7.39,142.39,7.39,4.96,no,no,no,no,no,no,yes,no,2.55,650.9,4.694,1.2878,0.3121,2
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,4.7915,1.2874,0.3152,4
yes,7,no,1,0,4.05,7.98,247.34,7.98,0,no,no,no,no,no,no,yes,no,2.55,650.9,4.8051,1.3517,0.3235,3
yes,2,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,4.6355,1.3002,0.3116,3
yes,7,no,1,0,3.6,6.77,187.44,6.77,3.13,no,no,no,no,no,no,yes,no,2.55,650.9,4.7237,1.3289,0.318,4
yes,2,no,1,0,4.38,8.74,265.36,8.74,0.93,no,no,no,no,no,no,yes,no,2.55,650.9,4.7449,1.3193,0.3176,1
yes,7,no,1,0,4.38,8.74,296.17,8.74,0,no,no,no,no,no,no,yes,no,2.55,650.9,4.6617,1.3405,0.3173,3
yes,4,no,1,0,6.48,13.1,225.18,13.1,9.92,no,no,no,no,no,no,yes,no,2.55,650.9,4.683,1.3253,0.3162,3
yes,7,no,1,0,6.48,13.1,248.1,13.1,8.87,no,no,no,no,no,no,yes,no,2.55,650.9,4.7754,1.3832,0.3262,3
yes,4,no,1,0,4.12,7.94,210.85,7.94,2.99,no,no,no,no,no,no,yes,no,2.55,650.9,7.2814,0.6589,0.278,3
yes,2,no,1,0,4.12,7.94,210.85,7.94,3,no,no,no,no,no,no,yes,no,2.55,650.9,2.7146,0.6689,0.171,3
yes,2,no,1,0,4.12,7.94,210.85,7.94,3,no,no,no,no,no,no,yes,no,2.55,650.9,5.7498,1.2858,0.3451,3
yes,2,no,1,0,5.4,10.58,196.82,10.58,5.99,no,no,no,no,no,no,yes,no,2.55,650.9,2.7706,0.6597,0.1716,3
yes,2,no,1,0,5.4,10.58,196.82,10.58,5.99,no,no,no,no,no,no,yes,no,2.55,650.9,5.8058,0.6693,0.2502,3
yes,2,no,1,0,5.4,10.58,196.82,10.58,5.99,no,no,no,no,no,no,yes,no,2.55,650.9,4.7313,1.2838,0.3128,3
yes,2,no,1,0,4.77,9.5,263.26,9.5,0.88,no,no,no,no,no,no,yes,no,2.55,650.9,3.0615,0.676,0.1826,4
yes,3,no,1,0,4.77,9.5,267.23,9.5,0.42,no,no,no,no,no,no,yes,no,2.55,650.9,5.7498,0.6425,0.244,4
yes,2,no,1,0,4.77,9.5,263.26,9.5,0.88,no,no,no,no,no,no,yes,no,2.55,650.9,4.8517,1.2714,0.3152,4
yes,2,no,1,0,3.76,7.43,173.72,7.43,4,no,no,no,no,no,no,yes,no,2.55,650.9,2.9029,0.6577,0.1754,3
yes,2,no,1,0,3.76,7.43,173.72,7.43,4,no,no,no,no,no,no,yes,no,2.55,650.9,5.6082,0.6748,0.2469,4
yes,2,no,1,0,3.76,7.43,173.72,7.43,4,no,no,no,no,no,no,yes,no,2.55,650.9,4.7254,1.3393,0.3193,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,2.7647,0.6457,0.1696,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,5.5573,0.6505,0.2413,4
yes,4,no,1,0,3.84,7.39,142.39,7.39,5,no,no,no,no,no,no,yes,no,2.55,650.9,2.9012,0.6716,0.1772,4
yes,2,no,1,0,3.84,7.39,142.39,7.39,5,no,no,no,no,no,no,yes,no,2.55,650.9,5.715,0.6736,0.249,4
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,5.6379,0.6541,0.2437,4
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,8.3415,0.6708,0.3002,4
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,11.1646,0.4655,0.2893,1
yes,1,no,1,0,3.84,7.39,142.39,7.39,5,no,no,no,no,no,no,yes,no,2.55,650.9,5.6141,0.6473,0.242,4
yes,1,no,1,0,3.84,7.39,142.39,7.39,5,no,no,no,no,no,no,yes,no,2.55,650.9,8.3983,0.6529,0.2972,1
yes,1,no,1,0,3.84,7.39,142.39,7.39,5,no,no,no,no,no,no,yes,no,2.55,650.9,11.2494,0.6525,0.3439,1
yes,1,no,1,0,4.66,9.43,225.86,9.43,4,no,no,no,no,no,no,yes,no,2.55,650.9,5.7439,0.6701,0.249,4
yes,1,no,1,0,4.66,9.43,225.86,9.43,4,no,no,no,no,no,no,yes,no,2.55,650.9,8.4704,0.6525,0.2984,4
yes,1,no,1,0,4.66,9.43,225.86,9.43,4,no,no,no,no,no,no,yes,no,2.55,650.9,11.4564,0.6589,0.3487,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,2.8189,0.6653,0.1738,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,1.9565,0.6489,0.143,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,1.0126,0.6565,0.1035,4
yes,1,no,1,0,7.85,15.66,289.72,15.66,7.98,no,no,no,no,no,no,yes,no,2.55,650.9,4.6957,1.3836,0.3235,2
yes,3,no,1,0,4.38,8.74,296.17,8.74,0.58,no,no,no,no,no,no,yes,no,2.55,650.9,4.6058,1.2686,0.3068,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,5.771,0.6123,0.2386,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,yes,no,no,no,no,no,no,no,2.55,650.9,5.5581,0.7394,0.2573,4
yes,1,no,1,0,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,5.6234,0.6641,0.2453,4
yes,2,no,1,0,5.19,10.13,323.49,10.13,2,yes,no,no,no,no,no,no,no,2.55,650.9,5.687,0.6326,0.2407,3
yes,2,yes,1,0,4.66,9.43,225.86,9.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.6319,0.6812,0.2486,2
yes,2,no,1,0,3.87,7.5,110.98,7.5,6,yes,no,no,no,no,no,no,no,2.55,650.9,5.6022,0.6502,0.2422,4
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,yes,no,2.55,650.9,11.0205,0.6581,0.3418,4
yes,7,no,1,0,4.69,9.35,277,9.35,1,no,no,no,no,no,no,yes,no,2.55,650.9,11.6404,0.708,0.3644,2
yes,4,no,1,0,4.66,9.43,225.86,9.43,4,no,no,no,no,no,no,yes,no,2.55,650.9,11.28,0.6888,0.3538,4
yes,7,no,1,0,4.66,9.43,250.4,9.43,3.2,no,no,no,no,no,no,yes,no,2.55,650.9,12.1738,0.6653,0.3612,3
yes,3,no,1,0,4.77,9.5,267.23,9.5,0.42,no,no,no,no,no,no,yes,no,2.55,650.9,11.3724,0.6685,0.3499,3
yes,5,no,1,0,4.77,9.5,267.23,9.5,0.01,no,no,no,no,no,no,yes,no,2.55,650.9,11.2291,0.6465,0.342,3
yes,3,no,1,0,4.05,7.98,247.34,7.98,0.21,no,no,no,no,no,no,yes,no,2.55,650.9,11.8515,0.6732,0.3585,4
yes,7,no,1,0,4.05,7.98,247.34,7.98,0,no,no,no,no,no,no,yes,no,2.55,650.9,11.4258,0.6637,0.3495,3
yes,2,no,1,0,3.56,6.58,194.04,6.58,2,no,no,no,no,no,no,no,no,2.55,650.9,5.7396,0.6406,0.2434,3
yes,1,no,1,0,3.56,6.58,194.04,6.58,2,no,no,no,no,no,no,no,no,2.55,650.9,11.2918,0.6427,0.3419,3
yes,2,no,1,0,4.69,9.35,261.95,9.35,1.99,no,no,no,no,no,no,no,no,2.55,650.9,5.6133,0.6678,0.2457,4
yes,2,no,1,0,5.19,10.13,323.49,10.13,2,no,no,no,no,no,no,no,no,2.55,650.9,5.771,0.6427,0.2444,3
yes,1,no,1,0,5.19,10.13,323.49,10.13,2,no,no,no,no,no,no,no,no,2.55,650.9,11.1188,0.652,0.3418,3
yes,2,no,1,0,4.66,9.43,225.86,9.43,4,no,no,no,no,no,no,no,no,2.55,650.9,5.7252,0.6406,0.2431,3
yes,1,no,1,0,4.66,9.43,225.86,9.43,4,no,no,no,no,no,no,no,no,2.55,650.9,11.4504,0.6299,0.3409,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,7.4985,0.6609,0.2825,4
yes,3,no,1,0,4.05,7.98,247.34,7.98,0.21,no,no,no,no,no,no,yes,no,2.55,650.9,7.5146,0.6788,0.2867,4
yes,4,no,1,0,4.05,7.98,247.34,7.98,0.03,no,no,no,no,no,no,yes,no,2.55,650.9,7.9369,0.6489,0.288,3
yes,7,no,1,0,4.05,7.98,247.34,7.98,0,no,no,no,no,no,no,yes,no,2.55,650.9,7.4824,0.6968,0.2898,3
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,11.6718,0.6641,0.3534,4
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,11.2706,0.6649,0.3474,4
yes,3,no,1,0,4.05,7.98,247.34,7.98,0.21,no,no,no,no,no,no,yes,no,2.55,650.9,11.4241,6.6127,1.1032,3
yes,4,no,1,0,4.05,7.98,247.34,7.98,0.03,no,no,no,no,no,no,yes,no,2.55,650.9,11.7506,0.6493,0.3506,4
yes,2,no,1,0,3.56,6.58,194.04,6.58,2,no,no,no,no,no,no,no,no,2.55,650.9,5.7668,0.7136,0.2575,2
yes,1,no,1,0,3.56,6.58,194.04,6.58,2,no,no,no,no,no,no,no,no,2.55,650.9,11.1824,0.6771,0.3492,3
yes,2,no,1,0,4.69,9.35,261.95,9.35,1.99,no,no,no,no,no,no,no,no,2.55,650.9,5.7269,0.6513,0.2451,4
yes,1,no,1,0,4.69,9.35,261.95,9.35,2,no,no,no,no,no,no,no,no,2.55,650.9,11.2325,0.6728,0.3489,3
yes,2,no,1,0,5.19,10.13,323.49,10.13,2,no,no,no,no,no,no,no,no,2.55,650.9,5.7583,0.637,0.2431,3
yes,1,no,1,0,5.19,10.13,323.49,10.13,2,no,no,no,no,no,no,no,no,2.55,650.9,11.1977,0.7938,0.3784,2
yes,2,no,1,0,4.66,9.43,225.86,9.43,4,no,no,no,no,no,no,no,no,2.55,650.9,5.6209,0.7036,0.2524,3
yes,1,no,1,0,4.66,9.43,225.86,9.43,4,no,no,no,no,no,no,no,no,2.55,650.9,11.185,0.7308,0.3629,3
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,2.8545,0.6313,0.1704,4
yes,7,no,1,0,4.77,9.5,267.23,9.5,0,no,no,no,no,no,no,yes,no,2.55,650.9,2.9122,0.6333,0.1724,3
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,3.109,0.6481,0.1802,4
yes,2,no,1,0,4.77,9.5,263.26,9.5,0.88,no,no,no,no,no,no,yes,no,2.55,650.9,4.0435,0.6828,0.2109,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,5.7286,1.297,0.346,4
yes,2,no,1,0,4.77,9.5,263.26,9.5,0.88,no,no,no,no,no,no,yes,no,2.55,650.9,5.609,1.3058,0.3435,4
yes,3,no,1,0,4.77,9.5,267.23,9.5,0.42,no,no,no,no,no,no,yes,no,2.55,650.9,5.5581,1.3269,0.3447,4
yes,7,no,1,0,4.77,9.5,267.23,9.5,0,no,no,no,no,no,no,yes,no,2.55,650.9,5.6913,1.3413,0.3507,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,5.6438,1.3313,0.3479,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,5.7506,1.2838,0.3449,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,5.6591,1.9331,0.4198,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,5.7252,1.9287,0.4218,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,6.1535,1.3066,0.3599,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,5.8236,1.3349,0.3539,4
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,5.6692,1.9331,0.4202,3
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,no,no,no,yes,no,2.55,650.9,5.8626,1.9207,0.4259,4
yes,1,no,1,0,3.84,7.39,142.39,7.39,5,no,no,no,no,no,no,yes,no,2.55,650.9,11.5267,0.6772,0.3546,4
yes,1,no,1,0,3.84,7.39,142.39,7.39,5,no,no,no,no,no,no,yes,no,2.55,650.9,11.4809,0.6453,0.3455,1
yes,2,no,1,0,4.69,9.35,261.95,9.35,1.99,no,no,no,no,no,no,yes,no,2.55,650.9,11.1273,0.6549,0.3426,4
yes,1,no,1,0,4.69,9.35,261.95,9.35,2,no,no,no,no,no,no,yes,no,2.55,650.9,11.2715,0.6553,0.3449,1
yes,2,no,1,0,3.76,7.43,173.72,7.43,4,no,no,no,no,no,no,yes,no,2.55,650.9,11.2859,0.6401,0.3411,2
yes,1,no,1,0,3.76,7.43,173.72,7.43,4,no,no,no,no,no,no,yes,no,2.55,650.9,15.3837,0.672,0.4081,2
yes,2,no,1,0,5.4,10.58,196.82,10.58,5.99,no,no,no,no,no,no,yes,no,2.55,650.9,11.252,0.6748,0.3497,3
yes,1,no,1,0,5.4,10.58,196.82,10.58,6,no,no,no,no,no,no,yes,no,2.55,650.9,11.2359,0.6461,0.342,4
yes,1,no,1,0,6.48,13.1,225.18,13.1,10,no,no,no,no,no,no,yes,no,2.55,650.9,11.2197,0.6868,0.3523,3
yes,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,11.2884,0.6653,0.3478,1
yes,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,11.2138,0.6489,0.3424,3
yes,2,no,1,0,5.19,10.13,323.49,10.13,2,no,no,no,no,no,no,yes,no,2.55,650.9,11.4513,0.6728,0.3523,2
yes,1,no,1,0,5.19,10.13,323.49,10.13,2,no,no,no,no,no,no,yes,no,2.55,650.9,11.319,0.6756,0.351,2
yes,1,no,1,0,5.74,11.24,170.62,11.24,8,no,no,no,no,no,no,yes,no,2.55,650.9,11.1723,0.6529,0.3428,4
yes,2,no,1,0,5.74,11.24,170.62,11.24,8,no,no,no,no,no,no,yes,no,2.55,650.9,11.1824,0.6565,0.3439,4
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,2.8028,0.69,0.1765,3
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,3.8493,0.7156,0.2106,4
yes,3,no,1,0,4.69,9.35,261.95,9.35,1.93,no,no,no,no,no,no,no,no,2.55,650.9,4.7245,0.6961,0.2302,3
yes,3,no,1,0,4.69,9.35,261.95,9.35,1.93,no,no,no,no,no,no,no,no,2.55,650.9,5.6565,0.7017,0.2529,4
yes,3,yes,1,0,4.69,9.35,261.95,9.35,1.93,no,no,no,no,no,no,no,no,2.55,650.9,6.5385,0.6905,0.2697,4
yes,3,no,1,0,4.69,9.35,261.95,9.35,1.93,no,no,no,no,no,no,no,no,2.55,650.9,7.3713,0.6894,0.2861,3
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,3.0157,1.3543,0.2565,3
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,3.7883,1.3683,0.289,3
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,4.7084,1.3532,0.3204,4
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,5.6853,1.3827,0.3559,4
yes,4,yes,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,6.4452,1.3649,0.3765,3
yes,4,yes,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,2.8215,2.0343,0.3041,1
yes,4,yes,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,3.7408,2.0248,0.3493,1
yes,4,yes,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,4.6897,3.7169,0.5299,4
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,5.693,2.0388,0.4324,3
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,2.8228,2.7165,0.3515,3
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,3.7289,2.618,0.3966,3
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,4.7126,2.6358,0.4473,3
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,3.259,2.8003,0.3834,4
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,3.7654,3.2818,0.4462,4
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,no,no,no,no,no,no,no,no,2.55,650.9,3.9445,2.8249,0.4237,4
yes,2,no,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,no,no,no,no,2.55,650.9,5.8321,0.67,0.2509,3
yes,3,no,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,no,no,no,no,2.55,650.9,1.9463,1.3052,0.2023,3
yes,2,no,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,no,no,no,no,2.55,650.9,3.8078,1.286,0.2809,3
yes,3,yes,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,no,no,no,no,2.55,650.9,2.6051,1.9403,0.2854,3
yes,2,no,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,no,no,no,no,2.55,650.9,3.2913,2.2725,0.3471,3
yes,3,no,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,no,no,no,no,2.55,650.9,2.2656,1.0338,0.1942,3
yes,2,no,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,no,no,no,no,2.55,650.9,3.3201,0.6726,0.1897,3
yes,2,no,1,0,4.69,9.35,261.95,9.35,1.99,yes,no,no,no,no,no,no,no,2.55,650.9,5.648,0.6422,0.2417,4
yes,3,no,1,0,4.69,9.35,261.95,9.35,1.93,yes,no,no,no,no,no,no,no,2.55,650.9,1.8742,1.3255,0.2001,3
yes,2,no,1,0,4.69,9.35,261.95,9.35,1.99,yes,no,no,no,no,no,no,no,2.55,650.9,3.7654,1.3042,0.2813,3
yes,3,no,1,0,4.69,9.35,261.95,9.35,1.93,yes,no,no,no,no,no,no,no,2.55,650.9,2.6142,1.8954,0.2825,3
yes,3,no,1,0,4.69,9.35,261.95,9.35,1.93,yes,no,no,no,no,no,no,no,2.55,650.9,3.4422,2.2715,0.3549,3
yes,3,no,1,0,4.69,9.35,261.95,9.35,1.93,yes,no,no,no,no,no,no,no,2.55,650.9,2.2677,0.9591,0.1872,3
yes,3,no,1,0,4.69,9.35,261.95,9.35,1.93,yes,no,no,no,no,no,no,no,2.55,650.9,3.3269,0.6475,0.1863,3
yes,1,no,1,0,4.18,8.34,192.04,8.34,4,no,no,no,no,no,no,yes,no,2.55,650.9,11.1968,0.6533,0.3433,4
yes,1,no,1,0,4.18,8.34,192.04,8.34,4,no,no,no,no,no,no,yes,no,2.55,650.9,11.2223,6.7245,1.1026,4
yes,1,no,1,0,4.18,8.34,192.04,8.34,4,no,no,no,no,no,no,yes,no,2.55,650.9,11.2944,0.6621,0.3471,4
yes,1,no,1,0,4.18,8.34,192.04,8.34,4,no,no,no,no,no,no,yes,no,2.55,650.9,11.2325,0.6533,0.3438,4
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,11.263,0.6653,0.3474,4
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,11.2621,0.6617,0.3465,4
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,11.2978,0.6701,0.3492,4
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,11.2901,0.6569,0.3456,4
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,11.2393,0.6748,0.3496,4
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,12.0042,0.6697,0.3599,4
yes,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,5.5844,0.6727,0.246,4
yes,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,5.6413,0.6527,0.2435,4
yes,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,5.7286,0.6382,0.2427,4
yes,2,yes,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,5.5997,0.6588,0.2438,2
yes,1,no,1,1,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,5.6608,0.6315,0.24,4
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,9.4295,0.6589,0.3164,4
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,9.3464,0.6681,0.3172,4
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,11.3537,0.6657,0.3489,1
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,11.2605,0.6481,0.3429,4
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,13.2508,0.6485,0.3721,4
yes,2,yes,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,13.0007,0.6617,0.3723,1
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,2.55,650.9,9.3778,0.6532,0.3141,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,2.55,650.9,9.3964,0.6594,0.3159,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,2.55,650.9,9.5228,0.6538,0.3167,4
yes,2,yes,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,2.55,650.9,9.382,0.69,0.3229,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,2.55,650.9,9.371,0.6488,0.313,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,2.55,650.9,9.5881,0.6304,0.3121,4
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,no,no,2.55,650.9,9.371,0.636,0.3099,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,no,no,2.55,650.9,11.2359,0.6232,0.3359,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,11.3079,0.6441,0.3425,4
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,11.2672,0.6748,0.35,4
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,11.1968,0.6417,0.3402,4
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,11.3029,6.5408,1.0913,4
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,11.1655,0.6593,0.3444,4
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,11.1214,0.6924,0.3522,1
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,11.397,0.676,0.3523,1
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,no,no,no,no,no,no,yes,no,2.55,650.9,11.263,0.6772,0.3505,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,1.63,650.9,0.606,0.606,0.0471,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,1.63,650.9,0.6277,0.6277,0.0488,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,1.63,650.9,0.6471,0.6471,0.0503,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,1.63,650.9,0.6544,0.6544,0.0509,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,2.55,650.9,9.3413,0.6694,0.3174,4
