@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R18,48,60,162-163,171,233,250,255,262,273-274'

@attribute orgavgpol_pHdependentMax numeric
@attribute orgavgpolArithAvg numeric
@attribute orgASA+ArithAvg numeric
@attribute inorg-water-moleratio numeric
@attribute org-water-moleratio numeric
@attribute Br {yes,no}
@attribute EAMin numeric
@attribute IonizationMaxWeighted numeric
@attribute AtomicRadiusMaxWeighted numeric
@attribute IonizationMeanWeighted numeric
@attribute AtomicRadiusGeomWeighted numeric
@attribute outcome {1,2,3,4}

@data
13.69,13.33,268.62,0.0235,0.0068,no,50.6,4.0435,0.4426,2.3632,0.2818,4
13.69,13.33,268.62,0.0263,0.0098,no,50.6,5.7286,0.627,3.5128,0.4622,4
13.69,13.33,268.62,0.0275,0.0106,no,50.6,5.609,0.614,3.4574,0.4589,4
13.33,13.33,211.47,0.0311,0.0117,no,50.6,5.5581,0.6084,3.4425,0.4605,4
13.33,13.33,211.47,0.0324,0.012,no,50.6,5.6913,0.623,3.5163,0.4685,4
13.69,13.33,268.62,0.0249,0.0095,no,50.6,5.6438,0.6178,3.4876,0.4648,4
13.69,13.33,268.62,0.0226,0.0084,no,50.6,5.7506,0.6295,3.5172,0.4608,4
13.69,13.33,268.62,0.0294,0.01,no,50.6,5.6591,0.6194,3.7961,0.5609,4
13.69,13.33,268.62,0.0269,0.0091,no,50.6,5.7252,0.6267,3.827,0.5635,4
13.69,13.33,268.62,0.0273,0.0143,no,50.6,6.1535,0.6735,3.73,0.4808,4
13.69,13.33,268.62,0.0246,0.0131,no,50.6,5.8236,0.6374,3.5792,0.4728,4
13.69,13.33,268.62,0.0291,0.0146,no,50.6,5.6692,0.6205,3.8012,0.5614,3
13.69,13.33,268.62,0.0253,0.0126,no,50.6,5.8626,0.6417,3.8916,0.569,4
10.63,9.94,188.71,0.4438,0.0339,no,50.6,11.5267,1.2617,6.102,0.4738,4
10.63,9.94,188.71,0.0357,0.023,no,50.6,11.4809,1.2567,6.0631,0.4616,1
14.53,14.02,239.3,0.0413,0.037,no,50.6,11.1273,1.218,5.8911,0.4578,4
14.53,14.02,239.3,0.0389,0.0349,no,50.6,11.2715,1.2338,5.9634,0.4609,1
12.43,11.75,193.85,0.0424,0.0435,no,50.6,11.2859,1.2353,5.963,0.4558,2
12.43,11.75,193.85,0.051,0.0532,no,50.6,15.3837,1.6839,8.0279,0.5452,2
16.3,15.28,261.51,0.0395,0.0313,no,50.6,11.252,1.2316,5.9634,0.4673,3
16.3,15.28,261.51,0.0387,0.0307,no,50.6,11.2359,1.2299,5.941,0.4569,4
19.47,18.04,337.12,0.0337,0.0026,no,50.6,11.2197,1.2281,5.9533,0.4707,3
10.57,9.88,203.38,0.0364,0.0028,no,50.6,11.2884,1.2356,5.9768,0.4647,1
10.57,9.88,203.38,0.0416,0.0035,no,50.6,11.2138,1.2274,5.9313,0.4574,3
15.43,14.87,267.29,0.043,0.0033,no,50.6,11.4513,1.2534,6.0621,0.4707,2
15.43,14.87,267.29,0.0388,0.0035,no,50.6,11.319,1.239,5.9973,0.4689,2
13.52,12.56,265.65,0.038,0.0031,no,50.6,11.1723,1.2229,5.9126,0.458,4
13.52,12.56,265.65,0.0397,0.0034,no,50.6,11.1824,1.224,5.9195,0.4595,4
14.28,14.02,244.99,0.0121,0.018,no,50.6,2.8028,0.3068,1.7464,0.2358,3
14.28,14.02,244.99,0.0147,0.0146,no,50.6,3.8493,0.4213,2.2824,0.2814,4
14.53,14.02,239.3,0.0182,0.012,no,50.6,4.7245,0.5171,2.7103,0.3075,3
14.53,14.02,239.3,0.0212,0.0093,no,50.6,5.6565,0.6192,3.1791,0.3378,4
14.53,14.02,239.3,0.024,0.0061,no,50.6,6.5385,0.7157,3.6145,0.3603,4
14.53,14.02,239.3,0.0265,0.0036,no,50.6,7.3713,0.8068,4.0303,0.3823,3
14.28,14.02,244.99,0.0155,0.0146,no,50.6,3.0157,0.3558,2.185,0.3427,3
14.28,14.02,244.99,0.0182,0.0118,no,50.6,3.7883,0.4147,2.5783,0.3861,3
14.28,14.02,244.99,0.0209,0.0095,no,50.6,4.7084,0.5154,3.0308,0.428,4
14.28,14.02,244.99,0.0245,0.006,no,50.6,5.6853,0.6223,3.534,0.4755,4
14.28,14.02,244.99,0.0262,0.0032,no,50.6,6.4452,0.7055,3.9051,0.503,3
14.28,14.02,244.99,0.0183,0.0123,no,50.6,2.8215,0.5344,2.4279,0.4063,1
14.28,14.02,244.99,0.0213,0.009,no,50.6,3.7408,0.532,2.8828,0.4667,1
14.28,14.02,244.99,0.0315,0.006,no,50.6,4.6897,0.9765,4.2033,0.708,4
14.28,14.02,244.99,0.0275,0.0033,no,50.6,5.693,0.6231,3.8659,0.5777,3
14.28,14.02,244.99,0.0211,0.009,no,50.6,2.8228,0.7137,2.7697,0.4696,3
14.28,14.02,244.99,0.0236,0.0057,no,50.6,3.7289,0.6878,3.1734,0.5298,3
14.28,14.02,244.99,0.0272,0.003,no,50.6,4.7126,0.6925,3.6742,0.5977,3
14.28,14.02,244.99,0.0236,0.0059,no,50.6,3.259,0.8562,3.0296,0.5123,4
14.28,14.02,244.99,0.0256,0.0028,no,50.6,3.7654,0.8622,3.5236,0.5961,4
14.28,14.02,244.99,0.0247,0.0029,no,50.6,3.9445,1.0363,3.3847,0.5661,4
24.97,24.57,341.49,0.0217,0.0023,no,50.6,5.8321,0.6384,3.251,0.3352,3
24.97,24.57,341.49,0.0122,0.0088,no,50.6,1.9463,0.3429,1.6258,0.2703,3
24.97,24.57,341.49,0.0179,0.0046,no,50.6,3.8078,0.4168,2.5469,0.3752,3
24.97,24.57,341.49,0.0168,0.0042,no,50.6,2.6051,0.6844,2.2727,0.3813,3
24.97,24.57,341.49,0.0208,0.0022,no,50.6,3.2913,0.597,2.7819,0.4638,3
24.97,24.57,341.49,0.0136,0.0077,no,50.6,2.2656,0.5952,1.6497,0.2595,3
24.97,24.57,341.49,0.0122,0.0071,no,50.6,3.3201,0.3634,1.9964,0.2534,3
14.53,14.02,239.3,0.021,0.0029,no,50.6,5.648,0.6182,3.1451,0.323,4
14.53,14.02,239.3,0.0119,0.0118,no,50.6,1.8742,0.3482,1.5999,0.2673,3
14.53,14.02,239.3,0.0176,0.0059,no,50.6,3.7654,0.4121,2.5348,0.3758,3
14.53,14.02,239.3,0.0179,0.0062,no,50.6,2.6142,0.6868,2.2548,0.3775,3
14.53,14.02,239.3,0.021,0.0034,no,50.6,3.4422,0.5967,2.8569,0.4742,3
14.53,14.02,239.3,0.0132,0.0103,no,50.6,2.2677,0.5958,1.6134,0.2501,3
14.53,14.02,239.3,0.0133,0.0102,no,50.6,3.3269,0.3642,1.9872,0.2489,3
12.52,11.86,211.13,0.0349,0.0029,no,50.6,11.1968,1.2256,5.9251,0.4586,4
12.52,11.86,211.13,0.0713,0.0032,no,50.6,11.2223,1.7666,8.9734,1.4731,4
12.52,11.86,211.13,0.042,0.0034,no,50.6,11.2944,1.2363,5.9782,0.4637,4
12.52,11.86,211.13,0.0402,0.0037,no,50.6,11.2325,1.2295,5.9429,0.4594,4
10.08,9.73,244.65,0.0414,0.0036,no,50.6,11.263,1.2328,5.9641,0.4642,4
10.08,9.73,244.65,0.0415,0.0049,no,50.6,11.2621,1.2327,5.9619,0.4629,4
10.08,9.73,244.65,0.0379,0.0034,no,50.6,11.2978,1.2366,5.9839,0.4666,4
10.08,9.73,244.65,0.0416,0.0035,no,50.6,11.2901,1.2358,5.9735,0.4618,4
10.08,9.73,244.65,0.0416,0.0041,no,50.6,11.2393,1.2302,5.957,0.467,4
10.08,9.73,244.65,0.0441,0.0035,no,50.6,12.0042,1.314,6.3369,0.4808,4
9.73,9.73,216.3,0.0146,0.0023,no,50.6,5.5844,0.6113,3.1286,0.3287,4
9.73,9.73,216.3,0.021,0.0039,no,50.6,5.6413,0.6175,3.147,0.3254,4
9.73,9.73,216.3,0.0141,0.0022,no,50.6,5.7286,0.627,3.1834,0.3242,4
9.73,9.73,216.3,0.0203,0.0037,no,50.6,5.5997,0.6129,3.1293,0.3257,2
10.08,9.73,244.65,0.0141,0.0022,no,50.6,5.6608,0.6196,3.1462,0.3206,4
10.08,9.73,244.65,0.0332,0.0035,no,50.6,9.4295,1.0321,5.0442,0.4227,4
9.73,9.73,216.3,0.0336,0.0037,no,50.6,9.3464,1.023,5.0072,0.4237,4
10.08,9.73,244.65,0.0393,0.0033,no,50.6,11.3537,1.2428,6.0097,0.4662,1
9.73,9.73,216.3,0.0407,0.0038,no,50.6,11.2605,1.2325,5.9543,0.4581,4
10.08,9.73,244.65,0.0445,0.0042,no,50.6,13.2508,1.4504,6.9497,0.4971,4
9.73,9.73,216.3,0.0485,0.0044,no,50.6,13.0007,1.423,6.8312,0.4974,1
11.76,11.15,244.26,0.0327,0.0029,no,50.6,9.3778,1.0265,5.0155,0.4197,4
11.76,11.15,244.26,0.0329,0.0032,no,50.6,9.3964,1.0285,5.0279,0.4221,4
11.76,11.15,244.26,0.0333,0.0029,no,50.6,9.5228,1.0423,5.0883,0.4231,4
11.76,11.15,244.26,0.0327,0.003,no,50.6,9.382,1.0269,5.036,0.4314,4
11.76,11.15,244.26,0.0323,0.003,no,50.6,9.371,1.0257,5.0099,0.4181,4
11.76,11.15,244.26,0.0337,0.0029,no,50.6,9.5881,1.0495,5.1093,0.4169,4
9.73,9.73,216.3,0.0318,0.004,no,50.6,9.371,1.0257,5.0035,0.414,3
9.73,9.73,216.3,0.0386,0.0032,no,50.6,11.2359,1.2299,5.9295,0.4487,3
9.73,9.73,216.3,0.0386,0.0032,no,50.6,11.3079,1.2377,5.976,0.4576,4
9.73,9.73,216.3,0.0385,0.0034,no,50.6,11.2672,1.2333,5.971,0.4676,4
9.73,9.73,216.3,0.0382,0.0027,no,50.6,11.1968,1.2256,5.9193,0.4545,4
9.73,9.73,216.3,0.0649,0.0027,no,50.6,11.3029,1.7184,8.9218,1.4581,4
9.73,9.73,216.3,0.0382,0.0033,no,50.6,11.1655,1.2222,5.9124,0.4601,4
9.73,9.73,216.3,0.038,0.0032,no,50.6,11.1214,1.2173,5.9069,0.4706,1
9.73,9.73,216.3,0.038,0.0027,no,50.6,11.397,1.2475,6.0365,0.4707,1
9.73,9.73,216.3,0.0387,0.0025,no,50.6,11.263,1.2328,5.9701,0.4683,4
11.76,11.15,244.26,0.0028,0.003,no,50.6,0.606,0.1592,0.606,0.1592,4
11.76,11.15,244.26,0.0042,0.0042,no,50.6,0.6277,0.1649,0.6277,0.1649,4
11.76,11.15,244.26,0.0045,0.0046,no,50.6,0.6471,0.17,0.6471,0.17,4
11.76,11.15,244.26,0.0089,0.0083,no,50.6,0.6544,0.1719,0.6544,0.1719,4
11.76,11.15,244.26,0.0333,0.0032,no,50.6,9.3413,1.0225,5.0053,0.424,4
11.76,11.15,244.26,0.0469,0.0043,no,50.6,9.4134,1.0304,5.0261,0.4158,4
11.76,11.15,244.26,0.0473,0.0043,no,50.6,9.4465,1.034,5.0348,0.4114,4
11.76,11.15,244.26,0.0928,0.0085,no,50.6,9.4923,1.039,5.0769,0.425,4
9.73,9.73,216.3,0.0381,0.0035,no,50.6,11.0688,1.2116,5.8606,0.4557,4
9.73,9.73,216.3,0.0387,0.0043,no,50.6,11.1053,1.2156,5.8861,0.4615,4
9.73,9.73,216.3,0.038,0.0034,no,50.6,11.1714,1.2228,5.9299,0.4703,4
9.73,9.73,216.3,0.0337,0.0033,no,50.6,9.7577,1.0681,5.2059,0.4284,4
14.51,13.88,222.38,0.0391,0.003,no,50.6,11.2961,1.2364,5.9771,0.4623,4
14.51,13.88,222.38,0.0379,0.003,no,50.6,11.1315,1.2184,5.8876,0.4539,4
14.51,13.88,222.38,0.0385,0.0032,no,50.6,11.2164,1.2277,5.9322,0.4572,4
9.73,9.73,216.3,0.0202,0.0192,no,50.6,4.6066,0.5042,2.9564,0.416,4
9.73,9.73,216.3,0.0212,0.014,no,50.6,4.694,0.5138,2.9991,0.4196,4
9.73,9.73,216.3,0.0241,0.0126,no,50.6,5.8516,0.6405,3.5739,0.467,2
9.73,9.73,216.3,0.0415,0.0122,no,50.6,11.6718,1.2776,6.475,0.655,4
9.73,9.73,216.3,0.0352,0.0133,no,50.6,9.3227,1.0204,5.3104,0.5899,4
14.53,14.02,239.3,0.0249,0.0032,no,50.6,6.9634,0.7622,3.8039,0.3592,4
14.53,14.02,239.3,0.0202,0.0039,no,50.6,5.609,0.614,3.1326,0.3253,4
14.53,14.02,239.3,0.0213,0.0031,no,50.6,5.6955,0.6234,3.1803,0.3301,4
14.53,14.02,239.3,0.0208,0.0029,no,50.6,5.6311,0.6164,3.1401,0.3242,3
14.53,14.02,239.3,0.0204,0.0031,no,50.6,5.609,0.614,3.1411,0.3295,4
14.53,14.02,239.3,0.0217,0.0031,no,50.6,6.0254,0.6595,3.3431,0.3384,4
14.53,14.02,239.3,0.0404,0.0031,no,50.6,11.8125,1.293,6.2319,0.4704,1
14.53,14.02,239.3,0.0387,0.0033,no,50.6,11.3096,1.2379,5.988,0.4656,1
14.53,14.02,239.3,0.0262,0.0036,no,50.6,7.2381,0.7923,3.9431,0.3673,4
14.53,14.02,239.3,0.0234,0.0031,no,50.6,6.9752,0.7635,3.8138,0.3617,4
14.53,14.02,239.3,0.0242,0.0033,no,50.6,6.8251,0.7471,3.7417,0.3594,4
14.53,14.02,239.3,0.0253,0.0032,no,50.6,7.1126,0.7785,3.8841,0.3662,4
14.53,14.02,239.3,0.0289,0.0032,no,50.6,8.3788,0.9171,4.5265,0.4031,4
14.53,14.02,239.3,0.0236,0.0035,no,50.6,6.6292,0.7256,3.6381,0.3512,3
14.53,14.02,239.3,0.0247,0.0035,no,50.6,6.9116,0.7565,3.7804,0.3592,3
14.53,14.02,239.3,0.0232,0.0028,no,50.6,6.8633,0.7512,3.761,0.3606,1
14.53,14.02,239.3,0.0253,0.0034,no,50.6,6.9498,0.7607,3.7997,0.3603,4
14.53,14.02,239.3,0.0217,0.003,no,50.6,6.0865,0.6662,3.3707,0.3386,4
12.52,11.86,211.13,0.038,0.003,no,50.6,11.0357,1.2079,5.8383,0.451,1
12.52,11.86,211.13,0.0402,0.0031,no,50.6,11.1824,1.224,5.9264,0.4643,4
12.52,11.86,211.13,0.0423,0.0041,no,50.6,11.263,1.2328,5.9699,0.4682,4
12.52,11.86,211.13,0.0389,0.003,no,50.6,11.1383,1.2192,5.9012,0.4612,4
12.52,11.86,211.13,0.0358,0.0031,no,50.6,11.1519,1.2207,5.9094,0.4624,4
12.52,11.86,211.13,0.0424,0.0033,no,50.6,11.2469,1.2311,5.9565,0.4641,4
12.52,11.86,211.13,0.0464,0.0031,no,50.6,13.4645,1.4738,7.0533,0.4986,4
12.52,11.86,211.13,0.0516,0.0036,no,50.6,13.9183,1.5235,7.2969,0.52,4
12.52,11.86,211.13,0.0423,0.0036,no,50.6,11.1629,1.2219,5.9091,0.4586,4
12.52,11.86,211.13,0.0423,0.0035,no,50.6,11.2435,1.2307,5.9508,0.4613,4
14.53,14.02,239.3,0.0326,0.0031,no,50.6,9.332,1.0215,4.9924,0.4186,4
14.53,14.02,239.3,0.0391,0.003,no,50.6,11.3207,1.2391,5.9898,0.4631,4
13.36,12.65,211.8,0.0328,0.0031,no,50.6,9.4804,1.0377,5.0702,0.4242,4
13.36,12.65,211.8,0.0391,0.0031,no,50.6,11.3334,1.2405,5.9927,0.461,4
14.51,13.88,222.38,0.0324,0.0031,no,50.6,9.3583,1.0243,5.0128,0.4237,4
14.51,13.88,222.38,0.0396,0.0032,no,50.6,11.5352,1.2626,6.0958,0.4666,4
14.53,14.02,239.3,0.0329,0.0031,no,50.6,9.3778,1.0265,5.0143,0.419,4
14.53,14.02,239.3,0.0388,0.0031,no,50.6,11.2961,1.2364,5.9745,0.4605,4
13.36,12.65,211.8,0.0326,0.003,no,50.6,9.371,1.0257,5.0123,0.4197,4
13.36,12.65,211.8,0.0395,0.0031,no,50.6,11.3995,1.2478,6.0296,0.465,4
14.51,13.88,222.38,0.0327,0.0031,no,50.6,9.3583,1.0243,5.0106,0.4224,4
14.51,13.88,222.38,0.0396,0.003,no,50.6,11.5624,1.2656,6.1082,0.4663,4
9.73,9.73,216.3,0.0145,0.0032,no,28.9,2.2633,0.5318,1.4525,0.2994,3
13.69,13.33,268.62,0.0028,0.0043,no,50.6,0.6481,0.1703,0.6481,0.1703,3
10.63,9.94,188.71,0.0034,0.0029,no,50.6,0.7452,0.1958,0.7452,0.1958,2
15.43,14.87,267.29,0.0029,0.003,no,50.6,0.6353,0.1669,0.6353,0.1669,3
14.51,13.88,222.38,0.003,0.0031,no,50.6,0.6475,0.1701,0.6475,0.1701,4
7.76,7.08,189.33,0.0028,0.0029,no,50.6,0.6369,0.1673,0.6369,0.1673,4
9.73,9.73,216.3,0.0029,0.0034,no,50.6,0.6539,0.1718,0.6539,0.1718,2
10.63,9.94,188.71,0.0029,0.0029,no,50.6,0.6385,0.1677,0.6385,0.1677,2
15.43,14.87,267.29,0.003,0.0032,no,50.6,0.6844,0.1798,0.6844,0.1798,3
14.51,13.88,222.38,0.0029,0.0031,no,50.6,0.6406,0.1683,0.6406,0.1683,2
10.08,9.73,244.65,0.0057,0.0018,no,50.6,1.4162,0.2355,1.1563,0.1911,1
9.73,9.73,216.3,0.0057,0.0018,no,50.6,1.3374,0.2419,1.1291,0.1882,3
9.73,9.73,216.3,0.0056,0.0018,no,50.6,1.345,0.2365,1.1225,0.1866,3
9.73,9.73,216.3,0.0028,0.0017,no,50.6,0.9251,0.243,0.4626,0,2
9.73,9.73,216.3,0.0028,0.0019,no,50.6,0.9048,0.2377,0.4524,0,1
9.73,9.73,216.3,0.0054,0.0019,no,50.6,1.239,0.2377,1.0719,0.1796,4
9.73,9.73,216.3,0.0027,0.0018,no,50.6,0.8862,0.2328,0.4431,0,3
9.73,9.73,216.3,0.0028,0.0019,no,50.6,0.931,0.2446,0.4655,0,3
9.73,9.73,216.3,0.0027,0.0018,no,50.6,0.9011,0.2367,0.4506,0,3
15.43,14.87,267.29,0.003,0.0032,no,50.6,0.6411,0.1684,0.6411,0.1684,3
15.15,14.87,269.11,0.0029,0.0032,no,50.6,0.6422,0.1687,0.6422,0.1687,4
15.43,14.87,267.29,0.0029,0.0032,no,50.6,0.6609,0.1736,0.6609,0.1736,3
15.43,14.87,267.29,0.0139,0.0021,no,50.6,5.6379,0.6171,3.1424,0.3239,4
9.73,9.73,216.3,0.0134,0.002,no,50.6,5.5607,0.6087,3.1185,0.3289,4
9.73,9.73,216.3,0.0144,0.0024,no,50.6,5.8533,0.6407,3.2459,0.3278,4
10.63,9.94,188.71,0.0135,0.002,no,50.6,5.548,0.6073,3.0921,0.3186,3
10.63,9.94,188.71,0.0141,0.0025,no,50.6,5.6591,0.6194,3.1557,0.3258,3
13.33,13.33,211.47,0.0139,0.0029,no,50.6,5.6591,0.6194,3.1629,0.3294,3
14.51,13.88,222.38,0.0138,0.002,no,50.6,5.6497,0.6184,3.15,0.325,4
12.54,11.97,220.5,0.0141,0.0023,no,50.6,5.665,0.6201,3.1573,0.3253,3
24.97,24.57,341.49,0.0145,0.0009,no,50.6,5.7998,0.6348,3.2362,0.3349,3
16.3,15.28,261.51,0.0155,0.0021,no,50.6,6.2875,0.6882,3.4787,0.348,2
13.36,12.65,211.8,0.0157,0.0021,no,50.6,6.4605,0.7072,3.5559,0.3478,3
11.76,11.15,244.26,0.0143,0.0023,no,50.6,5.7523,0.6296,3.1967,0.3257,3
9.73,9.73,216.3,0.0052,0.0018,no,50.6,1.1449,0.2341,1.0179,0.1713,4
12.24,11.86,215.51,0.0055,0.0017,no,50.6,1.2348,0.2463,1.0861,0.1824,4
12.24,11.86,215.51,0.0052,0.0016,no,50.6,1.1932,0.2372,1.048,0.176,4
12.24,11.86,215.51,0.0056,0.0016,no,50.6,1.2297,0.2527,1.0958,0.1844,4
12.24,11.86,215.51,0.0054,0.0016,no,50.6,1.2466,0.2374,1.0752,0.18,4
15.43,14.87,267.29,0.006,0.0021,no,50.6,1.8929,0.2072,1.2694,0.1875,3
9.73,9.73,216.3,0.0061,0.0022,no,50.6,1.9395,0.2123,1.2986,0.1915,3
10.63,9.94,188.71,0.0061,0.0019,no,50.6,1.9471,0.2131,1.3013,0.1916,3
13.69,13.33,268.62,0.0061,0.0031,no,50.6,1.9336,0.2116,1.3007,0.1927,3
14.51,13.88,222.38,0.0062,0.002,no,50.6,1.948,0.2132,1.2999,0.1911,3
14.53,14.02,239.3,0.006,0.0021,no,50.6,1.8835,0.2062,1.2687,0.1882,3
11.76,11.15,244.26,0.0061,0.0022,no,50.6,1.9158,0.2097,1.2905,0.1914,4
15.43,14.87,267.29,0.007,0.002,no,50.6,1.9319,0.2475,1.437,0.2288,3
9.73,9.73,216.3,0.0072,0.0022,no,50.6,1.9403,0.2697,1.4835,0.2393,3
10.63,9.94,188.71,0.007,0.0021,no,50.6,1.9353,0.2513,1.4459,0.2307,3
13.69,13.33,268.62,0.007,0.0031,no,50.6,1.8861,0.255,1.4283,0.2294,3
14.51,13.88,222.38,0.0069,0.0021,no,50.6,1.8996,0.2481,1.422,0.2271,3
12.54,11.97,220.5,0.0069,0.002,no,50.6,1.8844,0.2516,1.421,0.2278,3
14.53,14.02,239.3,9.8676,2.9532,no,50.6,1.9149,0.2515,1.436,0.2296,3
11.76,11.15,244.26,0.0072,0.0024,no,50.6,1.9242,0.2721,1.4799,0.2394,4
12.43,11.75,193.85,0.0141,0.0021,no,50.6,5.6107,0.6141,3.1657,0.341,1
16.3,15.28,261.51,0.0141,0.002,no,50.6,5.6548,0.619,3.1581,0.328,1
14.51,13.88,222.38,0.014,0.0018,no,50.6,5.6667,0.6203,3.1627,0.3276,1
12.54,11.97,220.5,0.0137,0.002,no,50.6,5.5166,0.6038,3.105,0.3317,3
14.53,14.02,239.3,0.014,0.002,no,50.6,5.7049,0.6244,3.1935,0.3345,4
12.17,11.87,287.07,0.0138,0.0032,no,50.6,5.62,0.6152,3.1469,0.33,3
9.73,9.73,216.3,0.0139,0.0022,no,50.6,5.6531,0.6188,3.1514,0.325,3
13.69,13.33,268.62,0.0143,0.0031,no,50.6,5.7227,0.6264,3.1939,0.3308,3
10.63,9.94,188.71,0.0142,0.0021,no,50.6,5.6709,0.6207,3.1739,0.3322,3
10.08,9.73,244.65,0.014,0.0022,no,50.6,5.6336,0.6166,3.1579,0.3325,2
12.27,11.91,296.97,0.0142,0.002,no,50.6,5.7193,0.626,3.185,0.3271,2
15.34,14.26,196.83,0.0142,0.0021,no,50.6,5.5988,0.6128,3.1816,0.3508,2
13.52,12.56,265.65,0.0158,0.0022,no,50.6,6.4486,0.7059,3.57,0.358,3
19.47,18.04,337.12,0.0136,0.002,no,50.6,5.5547,0.608,3.1033,0.3227,2
11.76,11.15,244.26,0.0139,0.0021,no,50.6,5.6514,0.6186,3.1487,0.324,2
15.43,14.87,267.29,0.0141,0.0022,no,50.6,5.637,0.617,3.1546,0.3301,1
26.21,24.87,358.69,0.0139,0.0021,no,50.6,5.6192,0.6151,3.136,0.3248,3
19,17.76,309.3,0.0141,0.002,no,50.6,5.6489,0.6183,3.1565,0.3284,3
14.51,13.88,222.38,0.0074,0.0015,no,50.6,3.0878,0.338,1.707,0.1702,2
12.54,11.97,220.5,0.0069,0.0022,no,50.6,2.7536,0.3014,1.5516,0.1664,3
10.08,9.73,244.65,0.0075,0.0024,no,50.6,2.9826,0.3265,1.6958,0.1873,3
15.43,14.87,267.29,0.007,0.002,no,50.6,2.8384,0.3107,1.5807,0.1624,3
12.28,11.97,224.12,0.0074,0.0031,no,50.6,1.0749,0.2146,0.9458,0.1806,4
9.73,9.73,216.3,0.0076,0.0026,no,50.6,1.0905,0.216,0.9563,0.1826,4
14.28,14.02,244.99,0.0075,0.0025,no,50.6,1.1337,0.2118,0.9699,0.1843,4
15.86,15.18,258.26,0.0074,0.0025,no,50.6,1.0788,0.2118,0.9424,0.1798,4
15.15,14.87,269.11,0.0075,0.0037,no,50.6,1.2239,0.1949,0.983,0.1837,4
14.23,13.88,228.83,0.0074,0.0036,no,50.6,1.0788,0.209,0.9371,0.1786,4
9.74,9.06,194.24,0.1429,0.0026,no,50.6,40.3157,5.7044,20.5631,1.102,4
9.74,9.06,194.24,0.0055,0.0027,no,50.6,0.813,0.2136,0.6788,0.1283,4
9.74,9.06,194.24,0.0056,0.0029,no,50.6,1.0854,0.1536,0.7445,0.1276,4
11.75,11.07,225.91,0.0075,0.0025,no,50.6,1.0807,0.2125,0.9447,0.1803,3
11.75,11.07,225.91,0.0057,0.0026,no,50.6,0.8157,0.2143,0.6881,0.1304,3
11.75,11.07,225.91,0.0056,0.0025,no,50.6,1.0956,0.155,0.7485,0.1279,3
13.8,13.11,233.22,0.0075,0.0025,no,50.6,1.0886,0.2149,0.9532,0.1819,3
13.8,13.11,233.22,0.0056,0.0025,no,50.6,0.8082,0.2123,0.6732,0.1272,3
13.8,13.11,233.22,0.0057,0.0025,no,50.6,1.1004,0.1557,0.753,0.1288,3
17.95,17.26,282.95,0.0075,0.0026,no,50.6,1.0796,0.2147,0.9484,0.1811,4
17.95,17.26,282.95,0.0056,0.0025,no,50.6,0.8162,0.2144,0.6776,0.1279,4
17.95,17.26,282.95,0.0228,0.0025,no,50.6,4.1319,1.0855,2.6071,0.4077,4
20.04,19.35,307.78,0.0075,0.0025,no,50.6,1.0882,0.2147,0.9527,0.1818,4
20.04,19.35,307.78,0.0057,0.0028,no,50.6,0.821,0.2157,0.6808,0.1284,3
20.04,19.35,307.78,0.0056,0.0025,no,50.6,1.0807,0.1529,0.7446,0.1281,4
22.15,21.46,332.38,0.0075,0.0026,no,50.6,1.0819,0.2116,0.9437,0.18,3
22.15,21.46,332.38,0.0056,0.0025,no,50.6,0.8226,0.2161,0.6808,0.1284,4
14.51,13.88,222.38,0.0142,0.0023,no,50.6,5.7099,0.625,3.1937,0.3335,3
14.51,13.88,222.38,0.0012,0.0021,no,50.6,0.3753,0.0986,0.3753,0.0986,3
14.51,13.88,222.38,0.002,0.0023,no,50.6,0.6588,0.1731,0.6588,0.1731,3
12.17,11.87,287.07,0.0137,0.0021,no,50.6,5.5386,0.6062,3.0915,0.3203,3
12.17,11.87,287.07,0.001,0.0021,no,50.6,0.3294,0.0865,0.3294,0.0865,4
12.17,11.87,287.07,0.0018,0.002,no,50.6,0.6544,0.1719,0.6544,0.1719,3
10.08,9.73,244.65,0.0138,0.0022,no,50.6,5.5887,0.6117,3.1162,0.3217,3
10.08,9.73,244.65,0.0012,0.0023,no,50.6,0.386,0.1014,0.386,0.1014,2
10.08,9.73,244.65,0.0019,0.0026,no,50.6,0.6354,0.1669,0.6354,0.1669,3
15.43,14.87,267.29,0.0138,0.002,no,50.6,5.6226,0.6154,3.1364,0.3242,3
15.43,14.87,267.29,0.001,0.002,no,50.6,0.3278,0.0861,0.3278,0.0861,3
15.43,14.87,267.29,0.0021,0.0021,no,50.6,0.6722,0.1766,0.6722,0.1766,3
12.5,11.88,200.73,0.0144,0.0016,no,50.6,5.8507,0.6404,3.2486,0.3298,2
12.5,11.88,200.73,0.001,0.0015,no,50.6,0.332,0.0872,0.332,0.0872,2
12.5,11.88,200.73,0.0019,0.0018,no,50.6,0.6366,0.1672,0.6366,0.1672,2
13.52,12.56,265.65,0.0139,0.0022,no,50.6,5.5793,0.6107,3.118,0.3246,1
13.52,12.56,265.65,0.0013,0.0021,no,50.6,0.4244,0.1115,0.4244,0.1115,1
13.52,12.56,265.65,0.002,0.0023,no,50.6,0.6427,0.1688,0.6427,0.1688,1
26.09,24.87,351.09,0.014,0.0021,no,50.6,5.6658,0.6202,3.1554,0.3241,3
