@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R18,48,60,162-163,171,233,250,255,262,273-274'

@attribute orgavgpol_pHdependentMax numeric
@attribute orgavgpolArithAvg numeric
@attribute orgASA+ArithAvg numeric
@attribute inorg-water-moleratio numeric
@attribute org-water-moleratio numeric
@attribute Br {yes,no}
@attribute EAMin numeric
@attribute IonizationMaxWeighted numeric
@attribute AtomicRadiusMaxWeighted numeric
@attribute IonizationMeanWeighted numeric
@attribute AtomicRadiusGeomWeighted numeric
@attribute outcome {1,2,3,4}

@data
11.76,11.15,244.26,0.0214,0.003,no,50.6,5.8041,0.6353,3.2345,0.3331,3
11.76,11.15,244.26,0.0194,0.0028,no,50.6,5.637,0.617,3.1408,0.3232,4
11.76,11.15,244.26,0.0207,0.0029,no,50.6,5.6625,0.6198,3.1747,0.3345,3
16.3,15.28,261.51,0.021,0.0028,no,50.6,5.7074,0.6247,3.1868,0.3307,3
15.81,15.28,259.02,0.0215,0.0028,no,50.6,5.7871,0.6334,3.2255,0.3324,4
15.81,15.28,259.02,0.0184,0.0026,no,50.6,5.8813,0.6438,3.2601,0.3287,4
14.53,14.02,239.3,0.0202,0.0029,no,50.6,5.6523,0.6187,3.1593,0.3291,4
14.28,14.02,244.99,0.0209,0.003,no,50.6,5.648,0.6182,3.1642,0.3324,4
14.28,14.02,244.99,0.0216,0.003,no,50.6,5.8134,0.6363,3.2342,0.3309,4
12.54,11.97,220.5,0.0202,0.003,no,50.6,5.7057,0.6245,3.1808,0.3281,2
12.54,11.97,220.5,0.0202,0.003,no,50.6,5.6752,0.6212,3.1797,0.3342,3
12.28,11.97,224.12,0.0198,0.003,no,50.6,5.7506,0.6295,3.2134,0.3344,2
14.5,13.96,236.52,0.0211,0.0031,no,50.6,5.7303,0.6272,3.1856,0.325,3
14.5,13.96,236.52,0.0203,0.0033,no,50.6,5.7719,0.6318,3.2063,0.3261,4
14.2,13.96,239.92,0.0206,0.0029,no,50.6,5.6701,0.6206,3.1743,0.3326,4
9.74,9.06,194.24,0.0015,0.0081,no,50.6,0.3292,0.0865,0.2788,0.0529,2
9.74,9.06,194.24,0.0032,0.006,no,50.6,1.0579,0.2779,0.6452,0.0956,2
9.74,9.06,194.24,0.0015,0.0075,no,50.6,0.3328,0.0874,0.2798,0.053,4
9.74,9.06,194.24,0.0032,0.0058,no,50.6,1.0715,0.2815,0.6475,0.0944,2
9.74,9.06,194.24,0.0015,0.0075,no,50.6,0.3521,0.0925,0.283,0.0529,4
9.74,9.06,194.24,0.0032,0.0059,no,50.6,1.0629,0.2792,0.6401,0.0927,2
9.74,9.06,194.24,0.0015,0.0079,no,50.6,0.3113,0.0818,0.2665,0.0506,1
9.74,9.06,194.24,0.0033,0.0094,no,50.6,1.0715,0.2815,0.6507,0.0957,2
7.76,7.08,189.33,0.0015,0.0082,no,50.6,0.3199,0.0841,0.2692,0.051,2
7.76,7.08,189.33,0.0032,0.0061,no,50.6,1.0736,0.2821,0.6484,0.0944,4
11.75,11.07,225.91,0.0015,0.0079,no,50.6,0.3178,0.0835,0.2681,0.0508,1
11.75,11.07,225.91,0.0034,0.0059,no,50.6,1.0958,0.2879,0.6681,0.099,4
11.75,11.07,225.91,0.0085,0.0009,no,50.6,3.3561,0.8817,1.7834,0.1621,2
11.75,11.07,225.91,0.0085,0.0008,no,50.6,2.2419,0.3172,1.2802,0.1629,2
15.81,15.28,259.02,0.0017,0.0077,no,50.6,0.3922,0.103,0.312,0.0581,2
15.81,15.28,259.02,0.0033,0.0059,no,50.6,0.7245,0.1025,0.5351,0.0965,4
15.81,15.28,259.02,0.0066,0.0026,no,50.6,2.5545,0.6711,1.3865,0.144,4
15.81,15.28,259.02,0.0066,0.0025,no,50.6,1.7045,0.2412,1.0151,0.1436,4
15.81,15.28,259.02,0.0015,0.0075,no,50.6,0.345,0.0906,0.2782,0.0521,2
15.81,15.28,259.02,0.0033,0.0059,no,50.6,0.7124,0.1008,0.5287,0.0956,4
13.69,13.33,268.62,0.0204,0.0043,no,50.6,5.8185,0.6369,3.2348,0.3301,4
13.69,13.33,268.62,0.0204,0.0043,no,50.6,5.8185,0.6369,3.2348,0.3301,4
15.81,15.28,259.02,0.0015,0.0052,no,50.6,0.3307,0.0869,0.2764,0.0522,2
13.69,13.33,268.62,0.0196,0.0043,no,50.6,5.5717,0.6099,3.1056,0.3201,4
13.33,13.33,211.47,0.0203,0.0044,no,50.6,5.5717,0.6099,3.1056,0.3201,3
11.76,11.15,244.26,0.0032,0.0061,no,50.6,0.7081,0.1002,0.5165,0.0925,2
11.76,11.15,244.26,0.0016,0.0079,no,50.6,0.3622,0.0951,0.2874,0.0535,4
13.33,13.33,211.47,0.0203,0.0044,no,50.6,5.7719,0.6318,3.2217,0.3338,3
11.76,11.15,244.26,0.0032,0.006,no,50.6,0.7147,0.1011,0.5234,0.0939,4
11.76,11.15,244.26,0.0015,0.0075,no,50.6,0.3414,0.0897,0.2792,0.0525,2
11.76,11.15,244.26,0.0034,0.006,no,50.6,0.7104,0.1061,0.5571,0.1032,2
11.76,11.15,244.26,0.0085,0.0009,no,50.6,3.3246,0.8734,1.7771,0.1684,2
11.76,11.15,244.26,0.0089,0.0009,no,50.6,2.2254,0.3149,1.38,0.2103,2
9.74,9.06,194.24,0.0034,0.0063,no,50.6,1.1302,0.2969,0.6779,0.0973,4
10.63,9.94,188.71,0.0204,0.0029,no,50.6,5.7574,0.6302,3.1996,0.326,3
10.63,9.94,188.71,0.0196,0.0026,no,50.6,5.7642,0.6309,3.2211,0.3353,3
10.63,9.94,188.71,0.0206,0.0029,no,50.6,5.648,0.6182,3.1553,0.328,2
15.81,15.28,259.02,0.0066,0.0027,no,50.6,0.899,0.2362,0.8133,0.1559,2
12.43,11.75,193.85,0.0178,0.0028,no,50.6,5.6099,0.614,3.123,0.3203,2
15.81,15.28,259.02,0.0069,0.0025,no,50.6,1.3001,0.184,0.9205,0.1617,4
12.43,11.75,193.85,0.0197,0.003,no,50.6,5.8482,0.6401,3.2471,0.3296,2
15.81,15.28,259.02,0.0068,0.0025,no,50.6,1.2972,0.3408,0.7725,0.1093,2
12.43,11.75,193.85,0.0196,0.0031,no,50.6,5.7735,0.632,3.2282,0.3367,2
15.81,15.28,259.02,0.0069,0.0027,no,50.6,1.2784,0.1809,0.9082,0.1599,2
16.3,15.28,261.51,0.0068,0.0027,no,50.6,1.3079,0.3436,0.764,0.1034,2
16.3,15.28,261.51,0.0068,0.0029,no,50.6,1.301,0.3418,0.7708,0.1079,2
16.3,15.28,261.51,0.0069,0.0028,no,50.6,1.2691,0.1796,0.9087,0.1608,2
7.76,7.08,189.33,0.0084,0.0008,no,50.6,2.2125,0.313,1.1914,0.1183,2
7.76,7.08,189.33,0.0084,0.0007,no,50.6,1.2849,0.3376,0.9984,0.1844,4
7.76,7.08,189.33,0.0083,0.0006,no,50.6,2.1934,0.3104,1.1746,0.1127,2
7.76,7.08,189.33,0.0083,0.0012,no,50.6,1.2743,0.3348,0.9917,0.1833,4
7.76,7.08,189.33,0.0084,0.0013,no,50.6,2.1972,0.3109,1.1907,0.1226,2
7.76,7.08,189.33,0.0084,0.0007,no,50.6,1.2759,0.3352,1.0001,0.1854,2
13.69,13.33,268.62,0.0203,0.0045,no,50.6,5.7108,0.6251,3.177,0.325,2
13.8,13.11,233.22,0.0085,0.001,no,50.6,2.2228,0.3145,1.2043,0.1239,2
13.33,13.33,211.47,0.0204,0.0043,no,50.6,5.9296,0.649,3.2979,0.337,4
13.33,13.33,211.47,0.0193,0.0042,no,50.6,5.7006,0.624,3.1888,0.3331,3
13.8,13.11,233.22,0.0085,0.0009,no,50.6,1.2801,0.3363,1.011,0.1879,2
13.8,13.11,233.22,0.0085,0.0008,no,50.6,2.2097,0.3127,1.1978,0.1235,2
13.8,13.11,233.22,0.0083,0.0009,no,50.6,1.2801,0.3363,0.9927,0.1832,2
10.63,9.94,188.71,0.0195,0.0029,no,50.6,5.6005,0.613,3.128,0.3249,4
13.8,13.11,233.22,0.0083,0.0009,no,50.6,2.1929,0.3103,1.1768,0.1144,2
10.63,9.94,188.71,0.0212,0.0037,no,50.6,5.721,0.6262,3.1832,0.3258,3
13.8,13.11,233.22,0.0083,0.0009,no,50.6,1.2775,0.3356,0.9936,0.1836,2
10.63,9.94,188.71,0.0211,0.003,no,50.6,5.6769,0.6214,3.1611,0.3246,3
13.8,13.11,233.22,0.0083,0.0008,no,50.6,2.1945,0.3105,1.1827,0.118,2
13.8,13.11,233.22,0.0085,0.0008,no,50.6,1.3148,0.3454,1.0147,0.1869,2
13.8,13.11,233.22,0.0084,0.0004,no,50.6,2.1972,0.3109,1.1862,0.1196,2
12.43,11.75,193.85,0.0199,0.003,no,50.6,5.6362,0.6169,3.1597,0.3328,3
12.43,11.75,193.85,0.0202,0.0034,no,50.6,5.6684,0.6205,3.158,0.3249,2
9.74,9.06,194.24,0.0083,0.0011,no,50.6,1.6474,0.4328,0.9313,0.1148,2
12.43,11.75,193.85,0.0206,0.0031,no,50.6,5.682,0.6219,3.1682,0.327,2
12.43,11.75,193.85,0.0206,0.0031,no,50.6,5.682,0.6219,3.1682,0.327,2
9.74,9.06,194.24,0.0084,0.0008,no,50.6,2.2092,0.3126,1.1897,0.1183,2
13.52,12.56,265.65,0.0213,0.0031,no,50.6,5.7337,0.6276,3.212,0.3374,3
9.74,9.06,194.24,0.0085,0.0007,no,50.6,1.6805,0.4415,0.9454,0.1146,2
13.52,12.56,265.65,0.0203,0.0029,no,50.6,5.6404,0.6174,3.1613,0.3327,2
9.74,9.06,194.24,0.0084,0.0011,no,50.6,2.1812,0.3086,1.1864,0.1247,2
13.24,12.56,247.15,0.0201,0.0028,no,50.6,5.7786,0.6325,3.2315,0.3372,2
9.74,9.06,194.24,0.0084,0.0007,no,50.6,1.6533,0.4343,0.9331,0.1144,2
9.74,9.06,194.24,0.0084,0.001,no,50.6,2.1994,0.3112,1.1854,0.1184,2
9.74,9.06,194.24,0.0085,0.0008,no,50.6,1.6469,0.4327,0.9479,0.1234,2
9.74,9.06,194.24,0.0084,0.0009,no,50.6,2.2212,0.3143,1.1885,0.1134,2
24.97,24.57,341.49,0.0259,0.0013,no,50.6,7.4909,0.8199,4.0903,0.3854,4
9.73,9.73,216.3,0.0084,0.0009,no,50.6,1.6645,0.4373,0.936,0.1133,4
9.73,9.73,216.3,0.0084,0.0009,no,50.6,2.2152,0.3134,1.1935,0.119,2
9.73,9.73,216.3,0.0082,0.001,no,50.6,1.641,0.4311,0.9243,0.1125,2
9.73,9.73,216.3,0.0084,0.0009,no,50.6,2.2092,0.3126,1.1857,0.1154,2
9.73,9.73,216.3,0.0084,0.0009,no,50.6,1.6672,0.438,0.9422,0.1161,2
10.08,9.73,244.65,0.0056,0.0008,no,50.6,1.3622,0.1927,0.7799,0.1,2
10.08,9.73,244.65,0.0083,0.0009,no,50.6,1.6485,0.4331,0.9343,0.1161,2
13.69,13.33,268.62,0.0203,0.0045,no,50.6,5.7108,0.6251,3.177,0.325,2
13.33,13.33,211.47,0.0204,0.0043,no,50.6,5.9296,0.649,3.2979,0.337,4
13.33,13.33,211.47,0.0193,0.0042,no,50.6,5.7006,0.624,3.1888,0.3331,3
10.63,9.94,188.71,0.0195,0.0029,no,50.6,5.6005,0.613,3.128,0.3249,3
24.97,24.57,341.49,0.0259,0.0013,no,50.6,7.4909,0.8199,4.0903,0.3854,4
24.97,24.57,341.49,0.0261,0.0013,no,50.6,7.5468,0.8261,4.1228,0.3894,2
24.97,24.57,341.49,0.037,0.0013,no,50.6,11.2477,1.2312,5.9311,0.4458,2
12.17,11.87,287.07,0.0361,0.0028,no,50.6,11.3927,1.247,6.018,0.4591,2
11.87,11.87,236.4,0.0376,0.0032,no,50.6,11.4148,1.2494,6.0312,0.4611,2
11.87,11.87,236.4,0.0376,0.0032,no,50.6,11.4148,1.2494,6.0312,0.4611,2
11.87,11.87,236.4,0.0379,0.0032,no,50.6,11.3062,1.2376,5.9893,0.4676,2
10.08,9.73,244.65,0.0373,0.0031,no,50.6,11.3122,1.2382,5.9731,0.4542,4
9.73,9.73,216.3,0.0372,0.0033,no,50.6,11.1587,1.2214,5.9058,0.4577,4
9.73,9.73,216.3,0.0451,0.0033,no,50.6,13.2347,1.4486,6.9462,0.5003,3
13.52,12.56,265.65,0.0315,0.0029,no,50.6,9.438,1.0331,5.0321,0.4122,4
13.52,12.56,265.65,0.0331,0.0038,no,50.6,9.5245,1.0425,5.0841,0.4199,3
13.24,12.56,247.15,0.0326,0.0031,no,50.6,9.4227,1.0314,5.0261,0.413,4
11.76,11.15,244.26,0.0328,0.0028,no,50.6,9.5321,1.0434,5.0914,0.4223,4
11.76,11.15,244.26,0.0324,0.0029,no,50.6,9.3701,1.0256,5.0099,0.4184,2
11.76,11.15,244.26,0.0299,0.0026,no,50.6,9.3659,1.0252,5.0118,0.4209,2
10.08,9.73,244.65,0.0375,0.0032,no,50.6,11.2876,1.2355,5.9688,0.4594,4
9.73,9.73,216.3,0.0394,0.0035,no,50.6,11.3741,1.245,6.0119,0.461,2
9.73,9.73,216.3,0.0389,0.0032,no,50.6,11.3919,1.2469,6.028,0.4664,3
12.54,11.97,220.5,0.0099,0.0021,no,50.6,3.7654,0.4121,2.2087,0.2657,4
12.54,11.97,220.5,0.0101,0.0023,no,50.6,3.8035,0.4163,2.2342,0.2697,4
12.28,11.97,224.12,0.0098,0.0019,no,50.6,3.8332,0.4196,2.241,0.2674,1
12.54,11.97,220.5,0.009,0.0019,no,50.6,3.7772,0.4134,2.2086,0.2636,4
12.54,11.97,220.5,0.0097,0.002,no,50.6,3.8307,0.4193,2.2489,0.2711,3
12.28,11.97,224.12,0.0102,0.002,no,50.6,3.8748,0.4241,2.2671,0.2711,1
12.17,11.87,287.07,0.0101,0.0022,no,50.6,3.7552,0.411,2.2095,0.2677,4
11.87,11.87,236.4,0.0099,0.0021,no,50.6,3.8612,0.4226,2.2575,0.2694,4
11.87,11.87,236.4,0.0098,0.002,no,50.6,3.7679,0.4124,2.2117,0.2665,1
11.76,11.15,244.26,0.0208,0.0028,no,50.6,5.6497,0.6184,3.1465,0.3233,2
11.76,11.15,244.26,0.0211,0.0033,no,50.6,5.7981,0.6347,3.225,0.3297,2
11.76,11.15,244.26,0.0201,0.0026,no,50.6,5.7311,0.6273,3.1909,0.3275,2
16.3,15.28,261.51,0.0215,0.0036,no,50.6,5.7337,0.6276,3.1978,0.3304,2
15.81,15.28,259.02,0.0203,0.0027,no,50.6,5.7846,0.6332,3.2259,0.3332,2
15.81,15.28,259.02,0.0203,0.0028,no,50.6,5.6141,0.6145,3.1298,0.3228,2
15.81,15.28,259.02,0.0203,0.0028,no,50.6,5.6141,0.6145,3.1298,0.3228,2
14.53,14.02,239.3,0.0217,0.003,no,50.6,6.0695,0.6644,3.3687,0.3414,3
14.28,14.02,244.99,0.0202,0.0028,no,50.6,5.6438,0.6178,3.1465,0.3246,2
14.28,14.02,244.99,0.0209,0.0029,no,50.6,5.7066,0.6246,3.1736,0.3242,2
12.54,11.97,220.5,0.0218,0.0029,no,50.6,5.8736,0.6429,3.2803,0.3407,3
12.54,11.97,220.5,0.0201,0.0029,no,50.6,5.6209,0.6153,3.1377,0.3252,2
12.28,11.97,224.12,0.0211,0.0032,no,50.6,5.7931,0.6341,3.2206,0.3286,4
14.5,13.96,236.52,0.0209,0.0031,no,50.6,5.6005,0.613,3.1377,0.3297,2
14.5,13.96,236.52,0.0214,0.0031,no,50.6,5.721,0.6262,3.1792,0.3238,2
14.2,13.96,239.92,0.0202,0.0028,no,50.6,5.7066,0.6246,3.1789,0.3269,2
13.69,13.33,268.62,0.039,0.0046,no,50.6,11.2817,1.2349,5.9771,0.4671,3
13.69,13.33,268.62,0.0089,0.0045,no,50.6,1.9149,0.2096,1.2932,0.1923,3
10.63,9.94,188.71,0.0379,0.0029,no,50.6,11.2791,1.2346,5.9599,0.4558,3
10.63,9.94,188.71,0.0091,0.0035,no,50.6,1.9336,0.2116,1.293,0.1905,4
14.53,14.02,239.3,0.0486,0.003,no,50.6,15.0419,1.6465,7.8501,0.5336,3
14.53,14.02,239.3,0.0109,0.0031,no,50.6,2.5187,0.2757,1.5959,0.2208,3
11.76,11.15,244.26,0.0618,0.0028,no,50.6,18.7445,2.0517,9.7027,0.5968,3
11.76,11.15,244.26,0.0113,0.0024,no,50.6,3.2625,0.3571,1.9566,0.2471,3
13.52,12.56,265.65,0.0593,0.0031,no,50.6,18.9226,2.0712,9.7837,0.5924,4
13.52,12.56,265.65,0.0128,0.003,no,50.6,3.1361,0.3433,1.907,0.2473,3
12.54,11.97,220.5,0.0206,0.0031,no,50.6,5.7116,0.6252,3.1833,0.328,3
12.54,11.97,220.5,0.0393,0.003,no,50.6,11.347,1.242,6.0031,0.4638,3
12.54,11.97,220.5,0.0088,0.003,no,50.6,1.8784,0.2056,1.2622,0.1868,2
13.69,13.33,268.62,0.0393,0.0045,no,50.6,11.665,1.2768,6.1659,0.4729,3
13.33,13.33,211.47,0.0346,0.004,no,50.6,11.4801,1.2566,6.0718,0.468,4
13.33,13.33,211.47,0.0483,0.0045,no,50.6,14.9681,1.6384,7.8183,0.5364,2
13.69,13.33,268.62,0.009,0.0035,no,50.6,1.9064,0.2087,1.2858,0.191,4
10.63,9.94,188.71,0.0091,0.0027,no,50.6,2.1719,0.2377,1.4116,0.2017,4
10.63,9.94,188.71,0.0089,0.003,no,50.6,1.9471,0.2131,1.3056,0.1928,1
11.76,11.15,244.26,0.0638,0.0031,no,50.6,18.9302,2.0721,9.8044,0.6077,3
11.76,11.15,244.26,0.0619,0.003,no,50.6,18.9175,2.0707,9.7801,0.5913,1
11.76,11.15,244.26,0.0633,0.003,no,50.6,19.0201,2.0819,9.8301,0.5917,1
13.52,12.56,265.65,0.0611,0.0027,no,50.6,19.2508,2.1072,9.9663,0.6143,4
13.52,12.56,265.65,0.0619,0.0038,no,50.6,18.7293,2.0501,9.7036,0.6043,3
13.24,12.56,247.15,0.06,0.0029,no,50.6,18.8013,2.058,9.7415,0.6071,3
12.54,11.97,220.5,0.0401,0.0031,no,50.6,11.6845,1.279,6.177,0.4743,3
12.54,11.97,220.5,0.038,0.0031,no,50.6,11.2927,1.2361,5.9712,0.4593,3
12.28,11.97,224.12,0.0395,0.0031,no,50.6,11.3342,1.2406,6.004,0.4686,1
12.54,11.97,220.5,0.0095,0.003,no,50.6,2.0786,0.2275,1.3556,0.1945,3
12.54,11.97,220.5,0.009,0.0031,no,50.6,1.9632,0.2149,1.3054,0.1912,3
12.28,11.97,224.12,0.009,0.003,no,50.6,1.9276,0.211,1.2956,0.1918,4
14.53,14.02,239.3,0.0301,0.0029,no,50.6,7.4663,0.8172,4.0593,0.3742,2
14.53,14.02,239.3,0.0271,0.0029,no,50.6,7.4663,0.8172,3.7331,0,2
14.53,14.02,239.3,0.0353,0.0027,no,50.6,7.5214,0.8233,4.0989,0.3825,2
9.73,9.73,216.3,0.0423,0.0032,no,50.6,11.5013,1.2589,6.072,0.4611,3
9.73,9.73,216.3,0.0489,0.0032,no,50.6,11.7761,1.289,6.2171,0.4721,3
13.52,12.56,265.65,0.0357,0.0029,no,50.6,9.4643,1.0359,5.057,0.4205,4
11.76,11.15,244.26,0.0359,0.0032,no,50.6,9.488,1.0385,5.0769,0.4262,4
11.76,11.15,244.26,0.0359,0.0032,no,50.6,9.488,1.0385,5.0769,0.4262,4
11.76,11.15,244.26,0.0417,0.003,no,50.6,9.6,1.0508,5.1262,0.4244,4
11.76,11.15,244.26,0.0419,0.0038,no,50.6,11.3902,1.2467,6.0223,0.463,3
11.76,11.15,244.26,0.0501,0.0037,no,50.6,11.9372,1.3066,6.3022,0.4786,3
13.69,13.33,268.62,0.0233,0.0043,no,50.6,5.7328,0.6275,3.1889,0.3261,3
13.69,13.33,268.62,0.0279,0.0041,no,50.6,5.6574,0.6192,3.1565,0.3266,3
10.63,9.94,188.71,0.0239,0.0028,no,50.6,5.7786,0.6325,3.2158,0.3294,3
10.63,9.94,188.71,0.0299,0.003,no,50.6,5.704,0.6243,3.1798,0.3279,3
14.51,13.88,222.38,0.0437,0.0029,no,50.6,11.8855,1.301,6.2716,0.4741,4
14.51,13.88,222.38,0.0486,0.1578,no,50.6,11.7905,1.2906,6.2157,0.4662,4
24.97,24.57,341.49,0.03,0.0013,no,50.6,7.5706,0.8287,4.1109,0.3765,1
24.97,24.57,341.49,0.036,0.0013,no,50.6,7.5841,0.8301,4.1222,0.3795,2
9.73,9.73,216.3,0.0439,0.0032,no,50.6,11.9788,1.3112,6.322,0.4787,3
9.73,9.73,216.3,0.0488,0.0035,no,50.6,11.3096,1.2379,6.0104,0.4809,4
13.52,12.56,265.65,0.0351,0.0029,no,50.6,9.5949,1.0502,5.13,0.4284,4
13.52,12.56,265.65,0.043,0.0029,no,50.6,9.6916,1.0608,5.1682,0.4239,3
11.76,11.15,244.26,0.0283,0.0021,no,50.6,9.767,1.0691,5.227,0.4393,3
11.76,11.15,244.26,0.042,0.0285,no,50.6,9.7518,1.0674,5.2002,0.4265,3
9.73,9.73,216.3,0.0429,0.0032,no,50.6,11.6853,1.2791,6.184,0.479,3
9.73,9.73,216.3,0.05,0.0032,no,50.6,11.4063,1.2485,6.0528,0.4789,3
14.51,13.88,222.38,0.0381,0.0028,no,50.6,11.5649,1.2659,4.1694,0.2498,3
14.51,13.88,222.38,0.0414,0.0031,no,50.6,11.7074,1.2815,4.3845,0.3538,4
14.53,14.02,239.3,0.0277,0.0031,no,50.6,7.7436,0.8476,2.8912,0.2189,3
14.53,14.02,239.3,0.03,0.0031,no,50.6,7.7173,0.8447,3.0661,0.3137,3
14.53,14.02,239.3,0.03,0.0031,no,50.6,7.7173,0.8447,3.0661,0.3137,3
13.52,12.56,265.65,0.0342,0.0033,no,50.6,9.4549,1.0349,3.4719,0.237,4
9.73,9.73,216.3,0.0407,0.0032,no,50.6,11.3003,1.2369,4.2561,0.3535,3
9.73,9.73,216.3,0.0375,0.0038,no,50.6,11.3325,1.2404,4.0824,0.2426,3
26.21,24.87,358.69,0.0047,0.004,no,50.6,0.9359,0.2459,0.5791,0.0773,1
26.21,24.87,358.69,0.002,0.0074,no,50.6,0.4927,0.0539,0.3028,0.04,1
26.21,24.87,358.69,0.0074,0.0007,no,50.6,1.2559,0.3299,0.9782,0.1591,4
26.21,24.87,358.69,0.0085,0.0025,no,50.6,2.3788,0.2604,1.2665,0.1027,4
13.8,13.11,233.22,0.0063,0.0022,no,50.6,0.9248,0.243,0.8546,0.1444,1
13.8,13.11,233.22,0.006,0.0041,no,50.6,0.9253,0.2431,0.7658,0.127,1
13.8,13.11,233.22,0.0068,0.0191,no,50.6,1.3815,0.1512,0.9664,0.148,1
13.8,13.11,233.22,0.0068,0.0194,no,50.6,1.3815,0.1512,0.9664,0.148,3
13.8,13.11,233.22,0.0031,0.0052,no,50.6,0.8659,0.0948,0.4994,0.0575,3
13.8,13.11,233.22,0.0087,0.0009,no,50.6,1.7405,0.4573,1.1124,0.1557,2
13.8,13.11,233.22,0.0061,0.0044,no,50.6,1.0728,0.2818,0.7395,0.1119,2
13.8,13.11,233.22,0.0082,0.0007,no,50.6,1.6765,0.4404,0.9362,0.0972,2
13.8,13.11,233.22,0.0036,0.0059,no,50.6,0.6199,0.1628,0.4499,0.0706,1
18.79,17.76,293.38,0.0099,0.0007,no,50.6,1.6943,0.4451,1.1101,0.1601,1
18.79,17.76,293.38,0.0027,0.0006,no,50.6,0.7599,0.0832,0.4367,0.0498,2
18.79,17.76,293.38,0.0046,0.0031,no,50.6,0.776,0.138,0.6506,0.1083,3
18.79,17.76,293.38,0.0075,0.0005,no,50.6,2.2507,0.2464,1.1874,0.0896,4
18.79,17.76,293.38,0.0063,0.0023,no,50.6,1.3059,0.3431,0.7721,0.0946,2
18.79,17.76,293.38,0.0063,0.0024,no,50.6,1.8572,0.2033,1.0129,0.0949,3
9.73,9.73,216.3,0.0047,0.0047,no,50.6,0.9248,0.243,0.5472,0.0672,3
9.73,9.73,216.3,0.0047,0.0047,no,50.6,0.9248,0.243,0.5472,0.0672,3
9.73,9.73,216.3,0.0798,0.135,no,50.6,0.8167,0.0894,0.4743,0.0557,4
9.73,9.73,216.3,0.0091,0.0021,no,50.6,1.4712,0.3865,1.0761,0.1697,4
9.73,9.73,216.3,0.008,0.006,no,50.6,1.7046,0.1866,1.121,0.1623,4
9.73,9.73,216.3,0.0063,0.0034,no,50.6,1.7444,0.1909,0.9521,0.0895,4
13.8,13.11,233.22,0.0043,0.0098,no,50.6,0.9266,0.2434,0.9266,0.2434,1
13.8,13.11,233.22,0.0113,0.0038,no,50.6,2.5293,0.6645,2.5293,0.6645,4
13.8,13.11,233.22,0.0355,0.0127,no,50.6,7.8676,2.0669,7.8676,2.0669,4
13.8,13.11,233.22,0.0259,0.0152,no,50.6,5.8027,1.5245,5.8027,1.5245,4
13.8,13.11,233.22,0.019,0.0028,no,50.6,4.1821,1.0987,4.1821,1.0987,2
13.8,13.11,233.22,0.0249,0.0146,no,50.6,5.6726,1.4903,5.6726,1.4903,2
18.79,17.76,293.38,0.0123,0.0037,no,50.6,2.8042,0.7367,2.8042,0.7367,1
18.79,17.76,293.38,0.0184,0.0117,no,50.6,4.0161,1.0551,4.0161,1.0551,3
18.79,17.76,293.38,0.0059,0.0337,no,50.6,1.3514,0.355,1.3514,0.355,3
18.79,17.76,293.38,0.0105,0.0263,no,50.6,2.477,0.6507,2.477,0.6507,3
18.79,17.76,293.38,0.0178,0.0033,no,50.6,4.0991,1.0769,4.0991,1.0769,2
18.79,17.76,293.38,0.0244,0.0102,no,50.6,6.0531,1.5902,6.0531,1.5902,2
26.21,24.87,358.69,0.0081,0.0006,no,50.6,1.2993,0.3413,1.0635,0.1759,4
26.21,24.87,358.69,0.0239,0.0026,no,50.6,3.4994,0.9193,2.9556,0.4926,4
13.8,13.11,233.22,0.0071,0.0024,no,50.6,1.395,0.1527,0.9832,0.1514,4
13.8,13.11,233.22,0.0029,0.0056,no,50.6,0.6835,0.0748,0.4294,0.0587,4
13.8,13.11,233.22,0.0078,0.0014,no,50.6,1.6153,0.4244,0.9158,0.1002,3
13.8,13.11,233.22,0.005,0.0044,no,50.6,0.8955,0.1443,0.7224,0.1189,3
13.8,13.11,233.22,0.0073,0.0035,no,50.6,1.2592,0.3308,0.895,0.1386,3
9.73,9.73,216.3,0.0056,0.0043,no,50.6,1.0238,0.269,0.6981,0.1047,4
9.73,9.73,216.3,0.0101,0.006,no,50.6,2.0786,0.2275,1.3105,0.1801,4
9.73,9.73,216.3,0.007,0.0024,no,50.6,1.9505,0.2135,1.0888,0.1128,4
11.76,11.15,244.26,0.0347,0.0052,no,195,1.0592,0.1159,1.0592,0.1159,3
11.76,11.15,244.26,0.0277,0.0104,no,195,3.6568,0.4003,3.6568,0.4003,3
11.76,11.15,244.26,0.0212,0.018,no,195,0.9447,0.1034,0.9447,0.1034,2
11.76,11.15,244.26,0.0397,0.003,no,195,6.3536,0.6955,6.3536,0.6955,3
11.76,11.15,244.26,0.0309,0.0113,no,195,1.0194,0.1116,1.0194,0.1116,3
11.76,11.15,244.26,0.0355,0.0118,no,195,6.8557,0.7504,6.8557,0.7504,1
7.76,7.08,189.33,0.0389,0.0049,no,195,1.6003,0.1752,1.6003,0.1752,3
7.76,7.08,189.33,0.0236,0.0197,no,195,2.0082,0.2198,2.0082,0.2198,1
7.76,7.08,189.33,0.0352,0.0058,no,195,3.7509,0.4106,3.7509,0.4106,1
7.76,7.08,189.33,0.0383,0.0046,no,195,9.3328,1.0216,9.3328,1.0216,1
7.76,7.08,189.33,0.019,0.036,no,195,0.9591,0.105,0.9591,0.105,3
